数据排序	年月日	时分	PM1.0标	PM2.5标	PM10标	PM1.0气	PM2.5气	PM10气	电压
1500	20-11-10	3-8	13	17	19	13	17	19	3.38
1501	20-11-10	3-13	13	17	17	13	17	17	3.38
1502	20-11-10	3-19	14	19	20	14	19	20	3.37
1503	20-11-10	3-25	12	19	19	12	19	19	3.36
1504	20-11-10	3-30	12	16	18	12	16	18	3.36
1505	20-11-10	3-36	13	17	19	13	17	19	3.36
1506	20-11-10	3-41	12	19	20	12	19	20	3.36
1507	20-11-10	3-47	13	18	20	13	18	20	3.36
1508	20-11-10	3-52	12	19	21	12	19	21	3.35
1509	20-11-10	3-58	12	16	16	12	16	16	3.35
1510	20-11-10	4-3	13	16	18	13	16	18	3.35
1511	20-11-10	4-9	13	16	19	13	16	19	3.34
1512	20-11-10	4-14	12	16	16	12	16	16	3.34
1513	20-11-10	4-20	13	16	18	13	16	18	3.34
1514	20-11-10	4-25	11	16	18	11	16	18	3.33
1515	20-11-10	4-31	12	16	16	12	16	16	3.33
1516	20-11-10	4-36	11	16	18	11	16	18	3.32
1517	20-11-10	4-42	12	15	19	12	15	19	3.32
1518	20-11-10	4-48	12	15	16	12	15	16	3.31
1519	20-11-10	4-53	14	16	19	14	16	19	3.31
1520	20-11-10	4-59	12	16	18	12	16	18	3.31
1521	20-11-10	5-4	13	17	21	13	17	21	3.30
1522	20-11-10	5-10	12	16	18	12	16	18	3.30
1523	20-11-10	5-15	12	15	15	12	15	15	3.29
1524	20-11-10	5-21	11	14	15	11	14	15	3.29
1525	20-11-10	5-26	12	16	17	12	16	17	3.28
1526	20-11-10	5-32	13	16	17	13	16	17	3.28
1527	20-11-10	5-37	14	20	21	14	20	21	3.27
1528	20-11-10	5-43	13	17	19	13	17	19	3.26
1529	20-11-10	5-48	13	16	16	13	16	16	3.26
1530	20-11-10	5-54	14	20	22	14	20	22	3.25
1531	20-11-10	5-59	13	19	21	13	19	21	3.25
1532	20-11-10	6-5	12	15	17	12	15	17	3.24
1533	20-11-10	6-11	12	16	17	12	16	17	3.24
1534	20-11-10	6-16	13	19	20	13	19	20	3.23
1535	20-11-10	6-22	13	18	20	13	18	20	3.22
1536	20-11-10	6-27	13	17	18	13	17	18	3.22
1537	20-11-10	6-33	13	17	21	13	17	21	3.21
1538	20-11-10	6-38	14	19	20	14	19	20	3.21
1539	20-11-10	6-44	14	19	22	14	19	22	3.20
1540	20-11-10	6-49	15	20	21	15	20	21	3.19
1541	20-11-10	6-55	14	20	21	14	20	21	3.18
1542	20-11-10	7-0	15	20	22	15	20	22	3.17
1543	20-11-10	7-6	14	20	20	14	20	20	3.17
1544	20-11-10	7-11	15	20	20	15	20	20	3.16
1545	20-11-10	7-17	15	21	25	15	21	25	3.15
1546	20-11-10	7-22	17	23	24	17	23	24	3.12
1547	20-11-10	7-28	15	21	22	15	21	22	3.13
1548	20-11-10	7-33	15	21	25	15	21	25	3.12
1549	20-11-10	7-39	14	20	24	14	20	24	3.11
1550	20-11-10	7-45	15	20	23	15	20	23	3.10
1551	20-11-10	7-50	16	23	26	16	23	26	3.09
1552	20-11-10	7-56	21	26	26	21	26	26	3.07
1553	20-11-10	8-1	17	23	25	17	23	25	3.06
1554	20-11-10	8-7	22	28	30	21	28	30	3.04
1555	20-11-10	8-12	20	28	30	20	28	30	3.05
1556	20-11-10	8-18	20	27	32	20	27	32	3.03
1557	20-11-10	8-23	20	28	29	20	28	29	3.01
1558	20-11-10	8-29	21	28	32	21	28	32	2.99
1559	20-11-10	8-34	19	26	27	19	26	27	2.97
1560	20-11-10	8-40	21	27	30	21	27	30	2.95
1561	20-11-10	8-45	21	29	31	21	29	31	2.93
1562	20-11-10	8-51	20	27	30	20	27	30	2.91
1563	20-11-10	8-56	18	24	27	18	24	27	2.87
1564	20-11-10	9-2	20	28	31	20	28	31	2.85
1565	20-11-10	9-8	20	27	30	20	27	30	2.81
1566	20-11-10	9-13	22	29	32	21	29	32	2.77
1567	20-11-10	9-19	19	26	27	19	26	27	2.72
1568	20-11-10	9-24	20	26	30	20	26	30	2.63
1569	20-11-10	9-30	20	26	28	20	26	28	2.56
1570	20-11-10	9-35	20	27	28	20	27	28	2.48
1571	20-11-10	9-41	19	25	28	19	25	28	2.42
1572	20-11-10	9-46	15	19	22	15	19	22	3.83
1573	20-11-10	9-51	15	23	27	15	23	27	3.82
1574	20-11-10	9-57	17	23	27	17	23	27	3.82
1575	20-11-10	10-2	13	19	22	13	19	22	3.83
1576	20-11-10	10-8	13	19	23	13	19	23	3.83
1577	20-11-10	10-13	13	21	22	13	21	22	3.84
1578	20-11-10	10-19	11	18	18	11	18	18	3.83
1579	20-11-10	10-24	14	18	20	14	18	20	3.83
1580	20-11-10	10-30	13	16	16	13	16	16	3.82
1581	20-11-10	10-35	13	16	16	13	16	16	3.82
1582	20-11-10	10-41	13	19	20	13	19	20	3.82
1583	20-11-10	10-46	14	18	19	14	18	19	3.81
1584	20-11-10	10-52	12	19	19	12	19	19	3.82
1585	20-11-10	10-57	12	18	20	12	18	20	3.82
1586	20-11-10	11-3	11	16	19	11	16	19	3.82
1587	20-11-10	11-8	12	18	19	12	18	19	3.82
1588	20-11-10	11-14	11	14	15	11	14	15	3.82
1589	20-11-10	11-20	12	18	18	12	18	18	3.82
1590	20-11-10	11-25	11	15	16	11	15	16	3.82
1591	20-11-10	11-31	12	16	18	12	16	18	3.82
1592	20-11-10	11-36	16	23	24	16	23	24	3.83
1593	20-11-10	11-42	16	22	24	16	22	24	3.81
1594	20-11-10	11-47	16	21	26	16	21	26	3.82
1595	20-11-10	11-53	12	16	20	12	16	20	3.81
1596	20-11-10	11-58	12	17	20	12	17	20	3.81
1597	20-11-10	12-4	12	17	18	12	17	18	3.81
1598	20-11-10	12-9	12	16	16	12	16	16	3.81
1599	20-11-10	12-15	14	18	24	14	18	24	3.81
1600	20-11-10	12-20	13	19	23	13	19	23	3.82
1601	20-11-10	12-26	13	21	24	13	21	24	3.81
1602	20-11-10	12-31	12	17	19	12	17	19	3.81
1603	20-11-10	12-37	15	20	23	15	20	23	3.81
1604	20-11-10	12-42	13	17	20	13	17	20	3.81
1605	20-11-10	12-48	16	20	21	16	20	21	3.80
1606	20-11-10	12-54	13	17	20	13	17	20	3.80
1607	20-11-10	12-59	12	19	20	12	19	20	3.81
1608	20-11-10	13-5	12	16	20	12	16	20	3.81
1609	20-11-10	13-10	11	16	20	11	16	20	3.80
1610	20-11-10	13-16	12	15	17	12	15	17	3.80
1611	20-11-10	13-21	12	16	17	12	16	17	3.80
1612	20-11-10	13-27	11	16	19	11	16	19	3.79
1613	20-11-10	13-32	12	17	19	12	17	19	3.80
1614	20-11-10	13-38	12	15	17	12	15	17	3.80
1615	20-11-10	13-43	12	17	19	12	17	19	3.80
1616	20-11-10	13-49	9	13	16	9	13	16	3.78
1617	20-11-10	13-54	12	17	19	12	17	19	3.79
1618	20-11-10	14-0	12	16	16	12	16	16	3.79
1619	20-11-10	14-5	12	16	17	12	16	17	3.80
1620	20-11-10	14-11	12	16	19	12	16	19	3.80
1621	20-11-10	14-16	11	13	16	11	13	16	3.80
1622	20-11-10	14-22	11	16	16	11	16	16	3.80
1623	20-11-10	14-28	11	15	16	11	15	16	3.80
1624	20-11-10	14-33	9	13	13	9	13	13	3.79
1625	20-11-10	14-39	12	16	17	12	16	17	3.79
1626	20-11-10	14-44	12	18	19	12	18	19	3.80
1627	20-11-10	14-50	11	16	18	11	16	18	3.79
1628	20-11-10	14-55	11	13	13	11	13	13	3.79
1629	20-11-10	15-1	11	13	15	11	13	15	3.79
1630	20-11-10	15-6	9	13	15	9	13	15	3.79
1631	20-11-10	15-12	9	15	16	9	15	16	3.79
1632	20-11-10	15-17	9	15	15	9	15	15	3.77
1633	20-11-10	15-23	11	15	15	11	15	15	3.79
1634	20-11-10	15-28	8	12	16	8	12	16	3.79
1635	20-11-10	15-34	9	13	16	9	13	16	3.79
1636	20-11-10	15-39	9	13	15	9	13	15	3.79
1637	20-11-10	15-45	8	12	12	8	12	12	3.79
1638	20-11-10	15-51	6	11	11	6	11	11	3.78
1639	20-11-10	15-56	6	11	12	6	11	12	3.78
1640	20-11-10	16-2	6	9	12	6	9	12	3.79
1641	20-11-10	16-7	8	12	15	8	12	15	3.79
1642	20-11-10	16-13	5	9	11	5	9	11	3.78
1643	20-11-10	16-18	6	11	11	6	11	11	3.78
1644	20-11-10	16-24	6	9	10	6	9	10	3.78
1645	20-11-10	16-29	6	11	11	6	11	11	3.78
1646	20-11-10	16-35	5	8	8	5	8	8	3.78
1647	20-11-10	16-40	5	9	9	5	9	9	3.78
1648	20-11-10	16-46	8	10	12	8	10	12	3.78
1649	20-11-10	16-51	6	12	12	6	12	12	3.78
1650	20-11-10	16-57	6	12	12	6	12	12	3.78
1651	20-11-10	17-2	6	9	13	6	9	13	3.78
1652	20-11-10	17-8	8	10	12	8	10	12	3.77
1653	20-11-10	17-13	8	14	14	8	14	14	3.78
1654	20-11-10	17-19	10	14	14	10	14	14	3.76
1655	20-11-10	17-25	10	16	17	10	16	17	3.77
1656	20-11-10	17-30	10	16	23	10	16	23	3.77
1657	20-11-10	17-36	8	13	16	8	13	16	3.77
1658	20-11-10	17-41	12	16	19	12	16	19	3.77
1659	20-11-10	17-47	10	16	17	10	16	17	3.77
1660	20-11-10	17-52	8	12	13	8	12	13	3.77
1661	20-11-10	17-58	8	12	13	8	12	13	3.77
1662	20-11-10	18-3	12	15	16	12	15	16	3.77
1663	20-11-10	18-9	9	13	16	9	13	16	3.76
1664	20-11-10	18-14	8	12	12	8	12	12	3.76
1665	20-11-10	18-20	8	13	14	8	13	14	3.78
1666	20-11-10	18-25	8	11	12	8	11	12	3.76
1667	20-11-10	18-31	8	11	11	8	11	11	3.76
1668	20-11-10	18-36	6	9	12	6	9	12	3.77
1669	20-11-10	18-42	8	10	10	8	10	10	3.76
1670	20-11-10	18-47	16	20	20	16	20	20	3.76
1671	20-11-10	18-53	5	6	8	5	6	8	3.76
1672	20-11-10	18-59	5	8	8	5	8	8	3.76
1673	20-11-10	19-4	6	10	10	6	10	10	3.76
1674	20-11-10	19-10	6	9	9	6	9	9	3.76
1675	20-11-10	19-15	8	12	12	8	12	12	3.76
1676	20-11-10	19-21	6	9	12	6	9	12	3.75
1677	20-11-10	19-26	5	9	12	5	9	12	3.76
1678	20-11-10	19-32	6	9	10	6	9	10	3.74
1679	20-11-10	19-37	6	10	12	6	10	12	3.74
1680	20-11-10	19-43	8	12	16	8	12	16	3.75
1681	20-11-10	19-48	5	9	9	5	9	9	3.75
1682	20-11-10	19-54	6	9	10	6	9	10	3.75
1683	20-11-10	19-59	6	9	12	6	9	12	3.75
1684	20-11-10	20-5	8	12	13	8	12	13	3.75
1685	20-11-10	20-10	6	10	12	6	10	12	3.74
1686	20-11-10	20-16	6	10	13	6	10	13	3.75
1687	20-11-10	20-22	8	12	12	8	12	12	3.72
1688	20-11-10	20-27	8	13	13	8	13	13	3.75
1689	20-11-10	20-33	8	10	10	8	10	10	3.72
1690	20-11-10	20-38	8	9	10	8	9	10	3.75
1691	20-11-10	20-44	9	13	14	9	13	14	3.74
1692	20-11-10	20-49	8	10	14	8	10	14	3.74
1693	20-11-10	20-55	8	12	12	8	12	12	3.74
1694	20-11-10	21-0	8	12	12	8	12	12	3.74
1695	20-11-10	21-6	8	13	14	8	13	14	3.74
1696	20-11-10	21-11	10	14	16	10	14	16	3.72
1697	20-11-10	21-17	9	14	16	9	14	16	3.73
1698	20-11-10	21-22	9	14	14	9	14	14	3.73
1699	20-11-10	21-28	9	14	16	9	14	16	3.74
1700	20-11-10	21-33	12	16	20	12	16	20	3.73
1701	20-11-10	21-39	12	16	18	12	16	18	3.73
1702	20-11-10	21-44	10	16	16	10	16	16	3.71
1703	20-11-10	21-50	9	14	16	9	14	16	3.72
1704	20-11-10	21-56	8	16	18	8	16	18	3.73
1705	20-11-10	22-1	8	12	14	8	12	14	3.72
1706	20-11-10	22-7	9	14	16	9	14	16	3.72
1707	20-11-10	22-12	8	12	13	8	12	13	3.72
1708	20-11-10	22-18	10	14	20	10	14	20	3.72
1709	20-11-10	22-23	10	17	20	10	17	20	3.72
1710	20-11-10	22-29	12	17	21	12	17	21	3.72
1711	20-11-10	22-34	12	17	19	12	17	19	3.71
1712	20-11-10	22-40	8	14	17	8	14	17	3.72
1713	20-11-10	22-45	12	19	20	12	19	20	3.72
1714	20-11-10	22-51	12	16	20	12	16	20	3.70
1715	20-11-10	22-56	9	13	14	9	13	14	3.72
1716	20-11-10	23-2	9	14	19	9	14	19	3.72
1717	20-11-10	23-7	8	13	16	8	13	16	3.71
1718	20-11-10	23-13	9	13	14	9	13	14	3.71
1719	20-11-10	23-18	9	13	17	9	13	17	3.70
1720	20-11-10	23-24	9	14	16	9	14	16	3.71
1721	20-11-10	23-30	6	12	14	6	12	14	3.71
1722	20-11-10	23-35	8	12	13	8	12	13	3.72
1723	20-11-10	23-41	8	12	12	8	12	12	3.71
1724	20-11-10	23-46	8	12	13	8	12	13	3.71
1725	20-11-10	23-52	6	10	12	6	10	12	3.71
1726	20-11-10	23-57	8	10	12	8	10	12	3.70
1727	20-11-11	0-3	6	10	10	6	10	10	3.69
1728	20-11-11	0-8	9	13	13	9	13	13	3.71
1729	20-11-11	0-14	6	10	12	6	10	12	3.70
1730	20-11-11	0-19	6	10	10	6	10	10	3.70
1731	20-11-11	0-25	6	10	10	6	10	10	3.68
1732	20-11-11	0-30	6	9	9	6	9	9	3.69
1733	20-11-11	0-36	8	12	12	8	12	12	3.71
1734	20-11-11	0-41	6	10	12	6	10	12	3.70
1735	20-11-11	0-47	8	12	12	8	12	12	3.70
1736	20-11-11	0-53	8	10	12	8	10	12	3.70
1737	20-11-11	0-58	6	9	10	6	9	10	3.70
1738	20-11-11	1-4	6	9	9	6	9	9	3.67
1739	20-11-11	1-9	6	10	12	6	10	12	3.69
1740	20-11-11	1-15	6	9	10	6	9	10	3.70
1741	20-11-11	1-20	6	9	9	6	9	9	3.69
1742	20-11-11	1-26	6	12	14	6	12	14	3.69
1743	20-11-11	1-31	8	10	12	8	10	12	3.69
1744	20-11-11	1-37	6	9	10	6	9	10	3.70
1745	20-11-11	1-42	8	12	12	8	12	12	3.69
1746	20-11-11	1-48	6	9	12	6	9	12	3.69
1747	20-11-11	1-53	8	10	13	8	10	13	3.69
1748	20-11-11	1-59	8	12	12	8	12	12	3.67
1749	20-11-11	2-4	6	10	10	6	10	10	3.69
1750	20-11-11	2-10	6	12	13	6	12	13	3.69
1751	20-11-11	2-15	6	10	10	6	10	10	3.69
1752	20-11-11	2-21	6	11	12	6	11	12	3.69
1753	20-11-11	2-27	8	11	11	8	11	11	3.69
1754	20-11-11	2-32	6	9	11	6	9	11	3.68
1755	20-11-11	2-38	8	11	11	8	11	11	3.69
1756	20-11-11	2-43	8	12	12	8	12	12	3.68
1757	20-11-11	2-49	6	11	11	6	11	11	3.68
1758	20-11-11	2-54	9	12	13	9	12	13	3.68
1759	20-11-11	3-0	6	11	11	6	11	11	3.69
1760	20-11-11	3-5	6	9	12	6	9	12	3.68
1761	20-11-11	3-11	6	9	9	6	9	9	3.67
1762	20-11-11	3-16	6	9	11	6	9	11	3.68
1763	20-11-11	3-22	8	11	13	8	11	13	3.68
1764	20-11-11	3-27	6	9	9	6	9	9	3.68
1765	20-11-11	3-33	8	12	13	8	12	13	3.67
1766	20-11-11	3-38	6	11	11	6	11	11	3.67
1767	20-11-11	3-44	6	9	12	6	9	12	3.68
1768	20-11-11	3-49	8	11	12	8	11	12	3.69
1769	20-11-11	3-55	8	12	13	8	12	13	3.67
1770	20-11-11	4-1	8	11	12	8	11	12	3.68
1771	20-11-11	4-6	8	11	12	8	11	12	3.67
1772	20-11-11	4-12	8	12	12	8	12	12	3.68
1773	20-11-11	4-17	6	11	11	6	11	11	3.68
1774	20-11-11	4-23	6	9	12	6	9	12	3.67
1775	20-11-11	4-28	8	11	12	8	11	12	3.67
1776	20-11-11	4-34	6	11	12	6	11	12	3.67
1777	20-11-11	4-39	8	13	15	8	13	15	3.67
1778	20-11-11	4-45	8	11	11	8	11	11	3.67
1779	20-11-11	4-50	8	12	13	8	12	13	3.66
1780	20-11-11	4-56	6	11	12	6	11	12	3.66
1781	20-11-11	5-1	9	12	12	9	12	12	3.67
1782	20-11-11	5-7	8	12	13	8	12	13	3.67
1783	20-11-11	5-12	9	13	13	9	13	13	3.67
1784	20-11-11	5-18	11	15	18	11	15	18	3.67
1785	20-11-11	5-24	11	15	15	11	15	15	3.67
1786	20-11-11	5-29	8	12	13	8	12	13	3.67
1787	20-11-11	5-35	9	13	16	9	13	16	3.67
1788	20-11-11	5-40	11	13	15	11	13	15	3.66
1789	20-11-11	5-46	9	13	15	9	13	15	3.67
1790	20-11-11	5-51	9	13	13	9	13	13	3.66
1791	20-11-11	5-57	9	13	15	9	13	15	3.66
1792	20-11-11	6-2	11	15	16	11	15	16	3.66
1793	20-11-11	6-8	11	16	18	11	16	18	3.66
1794	20-11-11	6-13	12	16	16	12	16	16	3.66
1795	20-11-11	6-19	9	13	15	9	13	15	3.66
1796	20-11-11	6-24	11	13	13	11	13	13	3.66
1797	20-11-11	6-30	11	15	15	11	15	15	3.66
1798	20-11-11	6-35	11	18	18	11	18	18	3.67
1799	20-11-11	6-41	9	13	16	9	13	16	3.65
1800	20-11-11	6-46	11	15	18	11	15	18	3.66
1801	20-11-11	6-52	9	13	15	9	13	15	3.65
1802	20-11-11	6-58	8	13	15	8	13	15	3.65
1803	20-11-11	7-3	11	15	18	11	15	18	3.65
1804	20-11-11	7-9	12	16	16	12	16	16	3.63
1805	20-11-11	7-14	11	18	18	11	18	18	3.66
1806	20-11-11	7-20	13	19	19	13	19	19	3.66
1807	20-11-11	7-25	12	18	20	12	18	20	3.65
1808	20-11-11	7-31	11	16	16	11	16	16	3.63
1809	20-11-11	7-36	12	16	16	12	16	16	3.65
1810	20-11-11	7-42	13	19	22	13	19	22	3.65
1811	20-11-11	7-47	13	19	19	13	19	19	3.66
1812	20-11-11	7-53	12	18	19	12	18	19	3.65
1813	20-11-11	7-58	13	22	23	13	22	23	3.65
1814	20-11-11	8-4	16	23	23	16	23	23	3.65
1815	20-11-11	8-9	15	20	22	15	20	22	3.65
1816	20-11-11	8-15	15	20	22	15	20	22	3.64
1817	20-11-11	8-20	15	22	24	15	22	24	3.65
1818	20-11-11	8-26	16	25	30	16	25	30	3.65
1819	20-11-11	8-32	15	25	29	15	25	29	3.64
1820	20-11-11	8-37	16	25	25	16	25	25	3.64
1821	20-11-11	8-43	16	22	26	16	22	26	3.65
1822	20-11-11	8-48	16	22	26	16	22	26	3.65
1823	20-11-11	8-54	15	20	22	15	20	22	3.66
1824	20-11-11	8-59	18	26	29	18	26	29	3.65
1825	20-11-11	9-5	19	27	30	19	27	30	3.65
1826	20-11-11	9-10	22	32	40	22	32	40	3.64
1827	20-11-11	9-16	22	29	35	22	29	35	3.64
1828	20-11-11	9-21	21	28	29	21	28	29	3.65
1829	20-11-11	9-27	26	37	40	26	37	40	3.64
1830	20-11-11	9-32	32	43	46	30	42	46	3.64
1831	20-11-11	9-38	30	44	47	29	43	47	3.64
1832	20-11-11	9-43	32	51	54	30	47	54	3.64
1833	20-11-11	9-49	33	49	61	30	46	61	3.65
1834	20-11-11	9-55	35	50	56	32	46	56	3.64
1835	20-11-11	10-0	34	48	54	32	46	54	3.64
1836	20-11-11	10-6	34	47	50	32	44	50	3.64
1837	20-11-11	10-11	37	52	61	33	48	61	3.64
1838	20-11-11	10-17	33	50	54	30	45	54	3.63
1839	20-11-11	10-22	36	48	55	32	45	55	3.64
1840	20-11-11	10-28	34	51	58	32	47	58	3.64
1841	20-11-11	10-33	33	47	49	30	44	49	3.64
1842	20-11-11	10-39	29	41	45	27	41	45	3.64
1843	20-11-11	10-44	37	51	53	33	46	53	3.64
1844	20-11-11	10-50	36	47	51	31	44	51	3.64
1845	20-11-11	10-55	36	47	51	31	44	51	3.64
1846	20-11-11	11-1	36	48	56	31	45	56	3.63
1847	20-11-11	11-6	33	47	53	30	44	53	3.64
1848	20-11-11	11-12	35	51	56	31	47	56	3.64
1849	20-11-11	11-17	34	51	56	31	47	56	3.63
1850	20-11-11	11-23	33	48	49	30	45	49	3.63
1851	20-11-11	11-29	33	46	48	30	44	48	3.61
1852	20-11-11	11-34	31	48	49	30	45	49	3.63
1853	20-11-11	11-40	30	45	48	29	44	48	3.63
1854	20-11-11	11-45	29	41	48	27	41	48	3.63
1855	20-11-11	11-51	29	40	43	27	40	43	3.63
1856	20-11-11	11-56	26	37	42	26	37	42	3.63
1857	20-11-11	12-2	30	45	47	29	44	47	3.63
1858	20-11-11	12-7	30	40	42	29	40	42	3.63
1859	20-11-11	12-13	27	41	44	27	41	44	3.63
1860	20-11-11	12-18	26	37	41	26	37	41	3.63
1861	20-11-11	12-24	27	37	37	27	37	37	3.63
1862	20-11-11	12-29	26	37	40	26	37	40	3.63
1863	20-11-11	12-35	27	35	38	27	35	38	3.64
1864	20-11-11	12-40	24	34	35	24	34	35	3.63
1865	20-11-11	12-46	23	31	33	23	31	33	3.63
1866	20-11-11	12-52	24	30	33	24	30	33	3.63
1867	20-11-11	12-57	22	26	26	22	26	26	3.63
1868	20-11-11	13-3	19	27	33	19	27	33	3.63
1869	20-11-11	13-8	20	26	27	20	26	27	3.63
1870	20-11-11	13-14	16	24	27	16	24	27	3.62
1871	20-11-11	13-19	17	23	27	17	23	27	3.63
1872	20-11-11	13-25	17	24	26	17	24	26	3.63
1873	20-11-11	13-30	17	22	24	17	22	24	3.63
1874	20-11-11	13-36	17	23	27	17	23	27	3.63
1875	20-11-11	13-41	17	26	29	17	26	29	3.63
1876	20-11-11	13-47	17	22	23	17	22	23	3.62
1877	20-11-11	13-52	16	22	28	16	22	28	3.62
1878	20-11-11	13-58	15	20	22	15	20	22	3.62
1879	20-11-11	14-3	13	19	20	13	19	20	3.62
1880	20-11-11	14-9	15	21	24	15	21	24	3.59
1881	20-11-11	14-14	15	21	23	15	21	23	3.63
1882	20-11-11	14-20	12	17	19	12	17	19	3.62
1883	20-11-11	14-26	15	23	24	15	23	24	3.60
1884	20-11-11	14-31	13	19	20	13	19	20	3.62
1885	20-11-11	14-37	16	20	20	16	20	20	3.62
1886	20-11-11	14-42	14	20	21	14	20	21	3.62
1887	20-11-11	14-48	14	19	19	14	19	19	3.62
1888	20-11-11	14-53	13	20	20	13	20	20	3.61
1889	20-11-11	14-59	14	21	25	14	21	25	3.62
1890	20-11-11	15-4	13	17	18	13	17	18	3.62
1891	20-11-11	15-10	13	16	17	13	16	17	3.62
1892	20-11-11	15-15	12	17	17	12	17	17	3.61
1893	20-11-11	15-21	10	16	17	10	16	17	3.62
1894	20-11-11	15-26	13	17	18	13	17	18	3.62
1895	20-11-11	15-32	10	16	17	10	16	17	3.62
1896	20-11-11	15-37	12	17	20	12	17	20	3.61
1897	20-11-11	15-43	9	13	14	9	13	14	3.62
1898	20-11-11	15-48	9	13	14	9	13	14	3.61
1899	20-11-11	15-54	10	14	16	10	14	16	3.62
1900	20-11-11	16-0	8	13	16	8	13	16	3.61
1901	20-11-11	16-5	5	8	9	5	8	9	3.62
1902	20-11-11	16-11	7	11	11	7	11	11	3.62
1903	20-11-11	16-16	8	12	14	8	12	14	3.62
1904	20-11-11	16-22	8	9	9	8	9	9	3.61
1905	20-11-11	16-27	7	8	11	7	8	11	3.62
1906	20-11-11	16-33	7	11	12	7	11	12	3.62
1907	20-11-11	16-38	5	8	8	5	8	8	3.61
1908	20-11-11	16-44	7	10	11	7	10	11	3.61
1909	20-11-11	16-49	7	10	12	7	10	12	3.62
1910	20-11-11	16-55	7	10	11	7	10	11	3.61
1911	20-11-11	17-0	5	8	14	5	8	14	3.61
1912	20-11-11	17-6	7	10	11	7	10	11	3.61
1913	20-11-11	17-11	4	8	8	4	8	8	3.62
1914	20-11-11	17-17	7	10	11	7	10	11	3.61
1915	20-11-11	17-23	5	7	7	5	7	7	3.61
1916	20-11-11	17-28	5	10	13	5	10	13	3.61
1917	20-11-11	17-34	7	13	16	7	13	16	3.61
1918	20-11-11	17-39	5	10	11	5	10	11	3.61
1919	20-11-11	17-45	7	10	10	7	10	10	3.61
1920	20-11-11	17-50	5	10	10	5	10	10	3.61
1921	20-11-11	17-56	7	11	11	7	11	11	3.61
1922	20-11-11	18-1	7	10	10	7	10	10	3.61
1923	20-11-11	18-7	5	10	11	5	10	11	3.61
1924	20-11-11	18-12	5	8	11	5	8	11	3.61
1925	20-11-11	18-18	5	8	11	5	8	11	3.61
1926	20-11-11	18-23	5	8	11	5	8	11	3.60
1927	20-11-11	18-29	7	10	10	7	10	10	3.61
1928	20-11-11	18-34	7	8	10	7	8	10	3.60
1929	20-11-11	18-40	8	11	13	8	11	13	3.61
1930	20-11-11	18-45	10	16	16	10	16	16	3.61
1931	20-11-11	18-51	8	13	14	8	13	14	3.61
1932	20-11-11	18-57	7	13	13	7	13	13	3.60
1933	20-11-11	19-2	8	13	13	8	13	13	3.61
1934	20-11-11	19-8	8	11	16	8	11	16	3.61
1935	20-11-11	19-13	8	13	13	8	13	13	3.58
1936	20-11-11	19-19	8	13	13	8	13	13	3.61
1937	20-11-11	19-24	8	13	14	8	13	14	3.60
1938	20-11-11	19-30	7	8	10	7	8	10	3.61
1939	20-11-11	19-35	10	14	14	10	14	14	3.61
1940	20-11-11	19-41	10	14	17	10	14	17	3.60
1941	20-11-11	19-46	10	13	13	10	13	13	3.60
1942	20-11-11	19-52	8	14	16	8	14	16	3.61
1943	20-11-11	19-57	8	11	14	8	11	14	3.60
1944	20-11-11	20-3	10	14	16	10	14	16	3.60
1945	20-11-11	20-8	7	10	10	7	10	10	3.61
1946	20-11-11	20-14	10	14	16	10	14	16	3.59
1947	20-11-11	20-20	10	14	16	10	14	16	3.60
1948	20-11-11	20-25	10	14	14	10	14	14	3.61
1949	20-11-11	20-31	10	14	16	10	14	16	3.60
1950	20-11-11	20-36	10	13	13	10	13	13	3.60
1951	20-11-11	20-42	11	14	14	11	14	14	3.60
1952	20-11-11	20-47	11	17	19	11	17	19	3.61
1953	20-11-11	20-53	10	16	17	10	16	17	3.60
1954	20-11-11	20-58	10	14	16	10	14	16	3.60
1955	20-11-11	21-4	11	19	19	11	19	19	3.60
1956	20-11-11	21-9	10	14	16	10	14	16	3.60
1957	20-11-11	21-15	10	13	14	10	13	14	3.60
1958	20-11-11	21-20	11	14	17	11	14	17	3.61
1959	20-11-11	21-26	13	16	19	13	16	19	3.60
1960	20-11-11	21-31	11	16	22	11	16	22	3.60
1961	20-11-11	21-37	13	17	19	13	17	19	3.60
1962	20-11-11	21-43	11	16	17	11	16	17	3.60
1963	20-11-11	21-48	11	16	17	11	16	17	3.60
1964	20-11-11	21-54	14	19	22	14	19	22	3.60
1965	20-11-11	21-59	13	19	19	13	19	19	3.60
1966	20-11-11	22-5	11	15	15	11	15	15	3.60
1967	20-11-11	22-10	10	15	15	10	15	15	3.60
1968	20-11-11	22-16	11	17	20	11	17	20	3.59
1969	20-11-11	22-21	12	15	15	12	15	15	3.60
1970	20-11-11	22-27	14	19	21	14	19	21	3.59
1971	20-11-11	22-32	17	22	22	17	22	22	3.60
1972	20-11-11	22-38	14	19	21	14	19	21	3.59
1973	20-11-11	22-43	14	21	22	14	21	22	3.60
1974	20-11-11	22-49	14	19	21	14	19	21	3.60
1975	20-11-11	22-54	15	19	22	15	19	22	3.60
1976	20-11-11	23-0	14	19	22	14	19	22	3.59
1977	20-11-11	23-5	14	19	19	14	19	19	3.60
1978	20-11-11	23-11	12	19	21	12	19	21	3.60
1979	20-11-11	23-12	14	17	20	14	17	20	4.00
