数据排序	年月日	时分	PM1.0标	PM2.5标	PM10标	PM1.0气	PM2.5气	PM10气	电压
3420	20-11-17	11-46	12	15	16	12	15	16	3.72
3421	20-11-17	11-52	10	15	17	10	15	17	3.72
3422	20-11-17	11-57	12	16	17	12	16	17	3.70
3423	20-11-17	12-3	11	15	15	11	15	15	3.72
3424	20-11-17	12-9	11	14	16	11	14	16	3.71
3425	20-11-17	12-14	10	14	15	10	14	15	3.72
3426	20-11-17	12-20	11	16	18	11	16	18	3.72
3427	20-11-17	12-25	12	16	17	12	16	17	3.71
3428	20-11-17	12-31	11	16	16	11	16	16	3.71
3429	20-11-17	12-36	13	17	18	13	17	18	3.72
3430	20-11-17	12-42	13	18	20	13	18	20	3.71
3431	20-11-17	12-47	12	18	18	12	18	18	3.71
3432	20-11-17	12-53	12	15	16	12	15	16	3.71
3433	20-11-17	12-58	11	16	18	11	16	18	3.71
3434	20-11-17	13-4	12	18	18	12	18	18	3.71
3435	20-11-17	13-9	13	17	17	13	17	17	3.71
3436	20-11-17	13-15	14	19	21	14	19	21	3.71
3437	20-11-17	13-20	13	16	19	13	16	19	3.71
3438	20-11-17	13-26	13	18	20	13	18	20	3.71
3439	20-11-17	13-32	13	18	20	13	18	20	3.71
3440	20-11-17	13-37	13	18	19	13	18	19	3.70
3441	20-11-17	13-43	12	17	19	12	17	19	3.71
3442	20-11-17	13-48	13	18	18	13	18	18	3.70
3443	20-11-17	13-54	13	17	19	13	17	19	3.70
3444	20-11-17	13-59	14	20	21	14	20	21	3.70
3445	20-11-17	14-5	13	17	20	13	17	20	3.69
3446	20-11-17	14-10	16	21	23	16	21	23	3.70
3447	20-11-17	14-16	14	19	21	14	19	21	3.70
3448	20-11-17	14-21	14	19	20	14	19	20	3.70
3449	20-11-17	14-27	15	21	22	15	21	22	3.70
3450	20-11-17	14-32	15	20	23	15	20	23	3.70
3451	20-11-17	14-38	16	21	23	16	21	23	3.70
3452	20-11-17	14-43	14	21	23	14	21	23	3.70
3453	20-11-17	14-49	16	20	23	16	20	23	3.70
3454	20-11-17	14-54	16	23	24	16	23	24	3.68
3455	20-11-17	15-0	15	20	24	15	20	24	3.69
3456	20-11-17	15-6	14	19	19	14	19	19	3.70
3457	20-11-17	15-11	15	21	23	15	21	23	3.69
3458	20-11-17	15-17	14	21	23	14	21	23	3.69
3459	20-11-17	15-22	15	21	23	15	21	23	3.69
3460	20-11-17	15-28	15	21	23	15	21	23	3.69
3461	20-11-17	15-33	16	23	24	16	23	24	3.69
3462	20-11-17	15-39	16	23	23	16	23	23	3.69
3463	20-11-17	15-44	14	21	22	14	21	22	3.69
3464	20-11-17	15-50	14	20	22	14	20	22	3.69
3465	20-11-17	15-55	14	20	22	14	20	22	3.69
3466	20-11-17	16-1	14	19	21	14	19	21	3.69
3467	20-11-17	16-6	13	18	18	13	18	18	3.69
3468	20-11-17	16-12	13	17	17	13	17	17	3.69
3469	20-11-17	16-17	13	19	19	13	19	19	3.69
3470	20-11-17	16-23	13	17	19	13	17	19	3.69
3471	20-11-17	16-29	12	16	17	12	16	17	3.69
3472	20-11-17	16-34	13	19	20	13	19	20	3.69
3473	20-11-17	16-40	10	15	16	10	15	16	3.69
3474	20-11-17	16-45	12	16	18	12	16	18	3.68
3475	20-11-17	16-51	11	15	17	11	15	17	3.69
3476	20-11-17	16-56	12	17	19	12	17	19	3.68
3477	20-11-17	17-2	11	15	15	11	15	15	3.68
3478	20-11-17	17-7	11	16	18	11	16	18	3.68
3479	20-11-17	17-13	11	15	18	11	15	18	3.68
3480	20-11-17	17-18	11	15	17	11	15	17	3.69
3481	20-11-17	17-24	11	14	16	11	14	16	3.68
3482	20-11-17	17-29	11	17	19	11	17	19	3.68
3483	20-11-17	17-35	11	15	17	11	15	17	3.68
3484	20-11-17	17-40	11	18	20	11	18	20	3.68
3485	20-11-17	17-46	11	17	18	11	17	18	3.68
3486	20-11-17	17-52	11	16	20	11	16	20	3.68
3487	20-11-17	17-57	13	17	18	13	17	18	3.68
3488	20-11-17	18-3	13	20	21	13	20	21	3.68
3489	20-11-17	18-8	14	18	23	14	18	23	3.68
3490	20-11-17	18-14	14	17	22	14	17	22	3.67
3491	20-11-17	18-19	13	19	21	13	19	21	3.68
3492	20-11-17	18-25	14	18	19	14	18	19	3.68
3493	20-11-17	18-30	13	19	23	13	19	23	3.68
3494	20-11-17	18-36	13	18	19	13	18	19	3.68
3495	20-11-17	18-41	13	18	20	13	18	20	3.68
3496	20-11-17	18-47	13	17	18	13	17	18	3.68
3497	20-11-17	18-52	14	19	21	14	19	21	3.67
3498	20-11-17	18-58	13	18	19	13	18	19	3.67
3499	20-11-17	19-3	15	21	23	15	21	23	3.67
3500	20-11-17	19-9	15	21	22	15	21	22	3.67
3501	20-11-17	19-15	14	20	21	14	20	21	3.67
3502	20-11-17	19-20	13	19	21	13	19	21	3.67
3503	20-11-17	19-26	14	20	23	14	20	23	3.67
3504	20-11-17	19-31	14	20	21	14	20	21	3.67
3505	20-11-17	19-37	14	18	20	14	18	20	3.67
3506	20-11-17	19-42	12	18	21	12	18	21	3.67
3507	20-11-17	19-48	12	17	17	12	17	17	3.67
3508	20-11-17	19-53	11	16	18	11	16	18	3.66
3509	20-11-17	19-59	12	16	18	12	16	18	3.67
3510	20-11-17	20-4	11	15	17	11	15	17	3.67
3511	20-11-17	20-10	10	15	18	10	15	18	3.67
3512	20-11-17	20-15	11	15	19	11	15	19	3.67
3513	20-11-17	20-21	11	15	16	11	15	16	3.65
3514	20-11-17	20-26	10	15	16	10	15	16	3.66
3515	20-11-17	20-32	9	14	16	9	14	16	3.67
3516	20-11-17	20-37	9	13	15	9	13	15	3.66
3517	20-11-17	20-43	9	13	13	9	13	13	3.66
3518	20-11-17	20-49	9	12	13	9	12	13	3.66
3519	20-11-17	20-54	8	11	11	8	11	11	3.66
3520	20-11-17	21-0	8	11	13	8	11	13	3.66
3521	20-11-17	21-5	7	10	11	7	10	11	3.66
3522	20-11-17	21-11	7	9	9	7	9	9	3.66
3523	20-11-17	21-16	7	10	11	7	10	11	3.67
3524	20-11-17	21-22	7	10	11	7	10	11	3.66
3525	20-11-17	21-27	6	10	11	6	10	11	3.66
3526	20-11-17	21-33	8	10	12	8	10	12	3.66
3527	20-11-17	21-38	7	10	11	7	10	11	3.66
3528	20-11-17	21-44	7	9	10	7	9	10	3.66
3529	20-11-17	21-49	6	9	10	6	9	10	3.66
3530	20-11-17	21-55	5	8	10	5	8	10	3.66
3531	20-11-17	22-0	6	9	12	6	9	12	3.66
3532	20-11-17	22-6	6	9	9	6	9	9	3.66
3533	20-11-17	22-12	6	8	8	6	8	8	3.66
3534	20-11-17	22-17	5	8	11	5	8	11	3.66
3535	20-11-17	22-23	7	10	10	7	10	10	3.66
3536	20-11-17	22-28	6	8	9	6	8	9	3.66
3537	20-11-17	22-34	5	8	8	5	8	8	3.65
3538	20-11-17	22-39	7	10	12	7	10	12	3.66
3539	20-11-17	22-45	6	9	10	6	9	10	3.66
3540	20-11-17	22-50	6	9	9	6	9	9	3.65
3541	20-11-17	22-56	7	10	12	7	10	12	3.65
3542	20-11-17	23-1	5	7	8	5	7	8	3.65
3543	20-11-17	23-2	7	10	12	7	10	12	4.39
设备ID：	35FFDD055248373732820551								
