数据排序	年月日	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压	Column1
1425	20-11-09	18-31	15	21	21	15	21	21	4.04	
1426	20-11-09	18-36	12	18	18	12	18	18	4.04	
1427	20-11-09	18-42	13	17	18	13	17	18	4.04	
1428	20-11-09	18-47	13	18	20	13	18	20	4.04	
1429	20-11-09	18-53	12	17	20	12	17	20	4.04	
1430	20-11-09	18-58	13	18	18	13	18	18	4.04	
1431	20-11-09	19-4	12	20	20	12	20	20	4.03	
1432	20-11-09	19-10	13	17	17	13	17	17	4.04	
1433	20-11-09	19-15	12	17	20	12	17	20	4.04	
1434	20-11-09	19-21	12	17	21	12	17	21	4.03	
1435	20-11-09	19-26	13	18	18	13	18	18	4.04	
1436	20-11-09	19-32	12	17	17	12	17	17	4.04	
1437	20-11-09	19-37	13	20	21	13	20	21	4.03	
1438	20-11-09	19-43	12	18	18	12	18	18	4.04	
1439	20-11-09	19-48	12	18	20	12	18	20	4.05	
1440	20-11-09	19-54	13	18	20	13	18	20	4.03	
1441	20-11-09	19-59	12	17	17	12	17	17	4.03	
1442	20-11-09	20-5	12	18	21	12	18	21	4.03	
1443	20-11-09	20-10	13	21	22	13	21	22	4.03	
1444	20-11-09	20-16	16	21	21	16	21	21	4.03	
1445	20-11-09	20-21	17	23	25	17	23	25	4.03	
1446	20-11-09	20-27	16	20	21	16	20	21	4.03	
1447	20-11-09	20-33	16	25	27	16	25	27	4.03	
1448	20-11-09	20-38	17	23	25	17	23	25	4.02	
1449	20-11-09	20-44	17	24	25	17	24	25	4.04	
1450	20-11-09	20-49	15	21	21	15	21	21	4.03	
1451	20-11-09	20-55	15	21	21	15	21	21	4.02	
1452	20-11-09	21-0	13	22	25	13	22	25	4.02	
1453	20-11-09	21-6	17	23	23	17	23	23	4.02	
1454	20-11-09	21-11	15	20	21	15	20	21	4.03	
1455	20-11-09	21-17	13	18	21	13	18	21	4.02	
1456	20-11-09	21-22	15	20	23	15	20	23	4.02	
1457	20-11-09	21-28	13	21	22	13	21	22	4.02	
1458	20-11-09	21-33	15	22	27	15	22	27	4.02	
1459	20-11-09	21-39	15	21	21	15	21	21	4.02	
1460	20-11-09	21-44	13	18	20	13	18	20	4.02	
1461	20-11-09	21-50	13	17	18	13	17	18	4.03	
1462	20-11-09	21-56	15	21	22	15	21	22	4.02	
1463	20-11-09	22-1	16	21	23	16	21	23	4.02	
1464	20-11-09	22-7	15	21	22	15	21	22	4.02	
1465	20-11-09	22-12	17	23	23	17	23	23	4.02	
1466	20-11-09	22-18	17	23	26	17	23	26	4.02	
1467	20-11-09	22-23	18	25	26	18	25	26	4.02	
1468	20-11-09	22-29	16	23	25	16	23	25	4.01	
1469	20-11-09	22-34	16	23	23	16	23	23	4.01	
1470	20-11-09	22-40	15	22	23	15	22	23	4.02	
1471	20-11-09	22-45	17	25	26	17	25	26	4.02	
1472	20-11-09	22-51	16	22	25	16	22	25	4.02	
1473	20-11-09	22-56	18	23	25	18	23	25	4.02	
1474	20-11-09	23-2	18	23	25	18	23	25	4.02	
1475	20-11-09	23-7	18	26	28	18	26	28	4.01	
1476	20-11-09	23-13	18	25	26	18	25	26	4.03	
1477	20-11-09	23-16	17	23	26	17	23	26	4.19	
1478	20-11-09	23-18	18	25	28	18	25	28	4.16	
1479	20-11-09	23-23	16	24	25	16	24	25	4.32	
1480	20-11-09	23-28	15	22	23	15	22	23	4.26	
1481	20-11-09	23-34	18	24	26	18	24	26	4.21	
1482	20-11-09	23-39	19	24	25	19	24	25	4.2	
1483	20-11-09	23-45	17	24	26	17	24	26	4.19	
1484	20-11-09	23-50	17	22	24	17	22	24	4.19	
1485	20-11-09	23-56	18	25	25	18	25	25	4.19	
1486	20-11-10	0-1	18	25	25	18	25	25	4.19	
1487	20-11-10	0-7	20	26	26	20	26	26	4.19	
1488	20-11-10	0-12	18	27	27	18	27	27	4.19	
1489	20-11-10	0-18	20	26	31	20	26	31	4.19	
1490	20-11-10	0-23	17	25	25	17	25	25	4.2	
1491	20-11-10	0-29	17	24	27	17	24	27	4.2	
1492	20-11-10	0-34	17	24	24	17	24	24	4.2	
1493	20-11-10	0-40	18	23	27	18	23	27	4.2	
1494	20-11-10	0-45	16	22	24	16	22	24	4.2	
1495	20-11-10	0-51	16	22	22	16	22	22	4.2	
1496	20-11-10	0-56	16	22	23	16	22	23	4.2	
1497	20-11-10	1-2	17	24	25	17	24	25	4.21	
1498	20-11-10	1-7	17	21	23	17	21	23	4.19	
1499	20-11-10	1-13	15	21	21	15	21	21	4.19	
1500	20-11-10	1-18	14	20	20	14	20	20	4.19	
1501	20-11-10	1-24	15	22	23	15	22	23	4.19	
1502	20-11-10	1-29	15	20	22	15	20	22	4.19	
1503	20-11-10	1-35	17	22	23	17	22	23	4.19	
1504	20-11-10	1-40	14	19	20	14	19	20	4.19	
1505	20-11-10	1-46	14	19	20	14	19	20	4.19	
1506	20-11-10	1-51	13	19	19	13	19	19	4.19	
1507	20-11-10	1-57	14	20	25	14	20	25	4.19	
1508	20-11-10	2-2	16	21	22	16	21	22	4.19	
1509	20-11-10	2-8	14	22	22	14	22	22	4.19	
1510	20-11-10	2-13	13	18	20	13	18	20	4.19	
1511	20-11-10	2-19	13	17	17	13	17	17	4.19	
1512	20-11-10	2-24	14	19	20	14	19	20	4.19	
1513	20-11-10	2-30	14	19	21	14	19	21	4.19	
1514	20-11-10	2-35	14	19	20	14	19	20	4.19	
1515	20-11-10	2-41	13	18	19	13	18	19	4.19	
1516	20-11-10	2-46	13	18	19	13	18	19	4.19	
1517	20-11-10	2-52	16	20	23	16	20	23	4.19	
1518	20-11-10	2-57	13	21	22	13	21	22	4.19	
1519	20-11-10	3-3	14	18	19	14	18	19	4.19	
1520	20-11-10	3-8	14	20	20	14	20	20	4.19	
1521	20-11-10	3-14	13	18	18	13	18	18	4.19	
1522	20-11-10	3-19	14	19	21	14	19	21	4.19	
1523	20-11-10	3-25	13	17	18	13	17	18	4.19	
1524	20-11-10	3-30	13	17	17	13	17	17	4.19	
1525	20-11-10	3-36	16	21	21	16	21	21	4.18	
1526	20-11-10	3-41	14	19	22	14	19	22	4.19	
1527	20-11-10	3-47	13	17	17	13	17	17	4.18	
1528	20-11-10	3-52	14	19	21	14	19	21	4.19	
1529	20-11-10	3-58	13	21	22	13	21	22	4.18	
1530	20-11-10	4-3	14	18	18	14	18	18	4.18	
1531	20-11-10	4-9	13	18	18	13	18	18	4.18	
1532	20-11-10	4-14	12	17	21	12	17	21	4.18	
1533	20-11-10	4-20	14	18	18	14	18	18	4.18	
1534	20-11-10	4-25	13	18	19	13	18	19	4.18	
1535	20-11-10	4-31	13	18	19	13	18	19	4.18	
1536	20-11-10	4-36	13	19	21	13	19	21	4.19	
1537	20-11-10	4-42	12	18	18	12	18	18	4.18	
1538	20-11-10	4-47	16	21	23	16	21	23	4.18	
1539	20-11-10	4-53	14	17	19	14	17	19	4.18	
1540	20-11-10	4-58	12	16	16	12	16	16	4.18	
1541	20-11-10	5-4	12	16	17	12	16	17	4.18	
1542	20-11-10	5-10	12	17	18	12	17	18	4.18	
1543	20-11-10	5-15	12	17	18	12	17	18	4.18	
1544	20-11-10	5-21	12	17	17	12	17	17	4.18	
1545	20-11-10	5-26	12	17	17	12	17	17	4.18	
1546	20-11-10	5-32	11	16	17	11	16	17	4.18	
1547	20-11-10	5-37	12	18	18	12	18	18	4.18	
1548	20-11-10	5-43	13	19	19	13	19	19	4.18	
1549	20-11-10	5-48	12	17	17	12	17	17	4.18	
1550	20-11-10	5-54	14	19	19	14	19	19	4.18	
1551	20-11-10	5-59	13	17	18	13	17	18	4.18	
1552	20-11-10	6-5	14	24	24	14	24	24	4.18	
1553	20-11-10	6-10	13	19	19	13	19	19	4.18	
1554	20-11-10	6-16	13	18	18	13	18	18	4.18	
1555	20-11-10	6-21	13	18	18	13	18	18	4.18	
1556	20-11-10	6-27	14	18	22	14	18	22	4.18	
1557	20-11-10	6-32	14	21	21	14	21	21	4.18	
1558	20-11-10	6-38	14	19	21	14	19	21	4.18	
1559	20-11-10	6-43	16	21	22	16	21	22	4.18	
1560	20-11-10	6-49	17	24	24	17	24	24	4.18	
1561	20-11-10	6-54	16	21	23	16	21	23	4.18	
1562	20-11-10	7-0	17	23	23	17	23	23	4.18	
1563	20-11-10	7-5	14	21	23	14	21	23	4.18	
1564	20-11-10	7-11	14	21	22	14	21	22	4.18	
1565	20-11-10	7-16	14	22	22	14	22	22	4.18	
1566	20-11-10	7-22	17	23	24	17	23	24	4.18	
1567	20-11-10	7-27	17	23	23	17	23	23	4.18	
1568	20-11-10	7-33	13	19	19	13	19	19	4.18	
1569	20-11-10	7-38	18	24	26	18	24	26	4.18	
1570	20-11-10	7-44	17	24	24	17	24	24	4.18	
1571	20-11-10	7-49	16	23	24	16	23	24	4.18	
1572	20-11-10	7-55	18	25	26	18	25	26	4.15	
1573	20-11-10	8-0	19	24	25	19	24	25	4.15	
1574	20-11-10	8-6	19	25	28	19	25	28	4.15	
1575	20-11-10	8-11	19	25	28	19	25	28	4.14	
1576	20-11-10	8-17	19	28	28	19	28	28	4.15	
1577	20-11-10	8-22	18	26	27	18	26	27	4.15	
1578	20-11-10	8-28	20	26	27	20	26	27	4.15	
1579	20-11-10	8-33	17	25	26	17	25	26	4.15	
1580	20-11-10	8-39	20	26	30	20	26	30	4.15	
1581	20-11-10	8-45	20	26	27	20	26	27	4.14	
1582	20-11-10	8-50	20	26	30	20	26	30	4.14	
1583	20-11-10	8-56	17	26	27	17	26	27	4.14	
1584	20-11-10	9-1	19	26	27	19	26	27	4.14	
1585	20-11-10	9-7	19	26	27	19	26	27	4.14	
1586	20-11-10	9-12	19	30	31	19	30	31	4.12	
1587	20-11-10	9-18	20	26	29	20	26	29	4.13	
1588	20-11-10	9-23	19	26	26	19	26	26	4.14	
1589	20-11-10	9-29	17	24	24	17	24	24	4.13	
1590	20-11-10	9-34	17	25	25	17	25	25	4.13	
1591	20-11-10	9-40	19	26	28	19	26	28	4.13	
1592	20-11-10	9-45	17	24	30	17	24	30	4.13	
1593	20-11-10	9-51	19	26	30	19	26	30	4.13	
1594	20-11-10	9-56	15	23	29	15	23	29	4.13	
1595	20-11-10	10-2	14	20	23	14	20	23	4.12	
1596	20-11-10	10-8	17	29	30	17	29	30	4.11	
1597	20-11-10	10-13	15	23	23	15	23	23	4.12	
1598	20-11-10	10-19	15	23	24	15	23	24	4.12	
1599	20-11-10	10-24	16	21	25	16	21	25	4.12	
1600	20-11-10	10-30	15	23	28	15	23	28	4.12	
1601	20-11-10	10-35	16	23	23	16	23	23	4.12	
1602	20-11-10	10-41	16	25	30	16	25	30	4.1	
1603	20-11-10	10-46	15	21	25	15	21	25	4.12	
1604	20-11-10	10-52	14	20	20	14	20	20	4.12	
1605	20-11-10	10-57	16	24	26	16	24	26	4.11	
1606	20-11-10	11-3	15	23	24	15	23	24	4.11	
1607	20-11-10	11-8	15	20	21	15	20	21	4.11	
1608	20-11-10	11-14	16	24	25	16	24	25	4.11	
1609	20-11-10	11-19	14	20	21	14	20	21	4.11	
1610	20-11-10	11-25	16	24	24	16	24	24	4.11	
1611	20-11-10	11-31	16	23	24	16	23	24	4.11	
1612	20-11-10	11-36	14	20	21	14	20	21	4.11	
1613	20-11-10	11-42	14	20	24	14	20	24	4.11	
1614	20-11-10	11-47	15	23	23	15	23	23	4.09	
1615	20-11-10	11-53	15	21	21	15	21	21	4.1	
1616	20-11-10	11-58	15	21	24	15	21	24	4.1	
1617	20-11-10	12-4	15	21	21	15	21	21	4.1	
1618	20-11-10	12-9	15	20	22	15	20	22	4.1	
1619	20-11-10	12-15	11	16	16	11	16	16	4.1	
1620	20-11-10	12-20	15	21	22	15	21	22	4.09	
1621	20-11-10	12-26	15	21	22	15	21	22	4.1	
1622	20-11-10	12-31	15	25	25	15	25	25	4.1	
1623	20-11-10	12-37	15	21	22	15	21	22	4.1	
1624	20-11-10	12-42	15	21	21	15	21	21	4.09	
1625	20-11-10	12-48	15	22	25	15	22	25	4.09	
1626	20-11-10	12-54	14	20	21	14	20	21	4.09	
1627	20-11-10	12-59	12	17	17	12	17	17	4.09	
1628	20-11-10	13-5	14	21	21	14	21	21	4.09	
1629	20-11-10	13-10	14	19	25	14	19	25	4.09	
1630	20-11-10	13-16	15	20	23	15	20	23	4.09	
1631	20-11-10	13-21	14	19	20	14	19	20	4.09	
1632	20-11-10	13-27	11	16	17	11	16	17	4.09	
1633	20-11-10	13-32	14	19	20	14	19	20	4.09	
1634	20-11-10	13-38	11	15	16	11	15	16	4.09	
1635	20-11-10	13-43	11	16	19	11	16	19	4.08	
1636	20-11-10	13-49	10	15	16	10	15	16	4.08	
1637	20-11-10	13-54	11	15	15	11	15	15	4.08	
1638	20-11-10	14-0	11	16	16	11	16	16	4.08	
1639	20-11-10	14-5	10	14	15	10	14	15	4.08	
1640	20-11-10	14-11	11	16	16	11	16	16	4.08	
1641	20-11-10	14-17	10	14	16	10	14	16	4.08	
1642	20-11-10	14-22	11	16	17	11	16	17	4.08	
1643	20-11-10	14-28	11	15	16	11	15	16	4.08	
1644	20-11-10	14-33	10	15	16	10	15	16	4.09	
1645	20-11-10	14-39	8	14	14	8	14	14	4.07	
1646	20-11-10	14-44	12	16	17	12	16	17	4.07	
1647	20-11-10	14-50	14	19	20	14	19	20	4.07	
1648	20-11-10	14-55	13	19	19	13	19	19	4.07	
1649	20-11-10	15-1	12	17	17	12	17	17	4.07	
1650	20-11-10	15-6	12	17	19	12	17	19	4.08	
1651	20-11-10	15-12	13	19	19	13	19	19	4.07	
1652	20-11-10	15-17	14	21	21	14	21	21	4.07	
1653	20-11-10	15-23	13	20	20	13	20	20	4.07	
1654	20-11-10	15-29	12	18	18	12	18	18	4.07	
1655	20-11-10	15-34	10	13	13	10	13	13	4.07	
1656	20-11-10	15-40	13	17	22	13	17	22	4.06	
1657	20-11-10	15-45	11	15	16	11	15	16	4.07	
1658	20-11-10	15-51	10	13	13	10	13	13	4.08	
1659	20-11-10	15-56	10	13	16	10	13	16	4.06	
1660	20-11-10	16-2	10	15	16	10	15	16	4.06	
1661	20-11-10	16-7	8	12	12	8	12	12	4.06	
1662	20-11-10	16-13	8	12	13	8	12	13	4.06	
1663	20-11-10	16-18	8	13	13	8	13	13	4.06	
1664	20-11-10	16-24	8	13	13	8	13	13	4.07	
1665	20-11-10	16-29	8	12	12	8	12	12	4.06	
1666	20-11-10	16-35	8	11	12	8	11	12	4.04	
1667	20-11-10	16-40	8	11	12	8	11	12	4.05	
1668	20-11-10	16-46	10	12	13	10	12	13	4.06	
1669	20-11-10	16-52	8	13	13	8	13	13	4.06	
1670	20-11-10	16-57	7	11	12	7	11	12	4.05	
1671	20-11-10	17-3	10	15	15	10	15	15	4.05	
1672	20-11-10	17-8	8	12	12	8	12	12	4.06	
1673	20-11-10	17-14	8	11	12	8	11	12	4.05	
1674	20-11-10	17-19	10	15	15	10	15	15	4.05	
1675	20-11-10	17-25	8	13	13	8	13	13	4.05	
1676	20-11-10	17-30	10	15	15	10	15	15	4.05	
1677	20-11-10	17-36	8	13	13	8	13	13	4.05	
1678	20-11-10	17-41	7	11	11	7	11	11	4.04	
1679	20-11-10	17-47	8	13	15	8	13	15	4.05	
1680	20-11-10	17-52	7	12	12	7	12	12	4.04	
1681	20-11-10	17-58	8	12	12	8	12	12	4.05	
1682	20-11-10	18-3	8	11	12	8	11	12	4.05	
1683	20-11-10	18-9	6	11	11	6	11	11	4.05	
1684	20-11-10	18-15	8	11	11	8	11	11	4.04	
1685	20-11-10	18-20	7	10	11	7	10	11	4.04	
1686	20-11-10	18-26	6	10	10	6	10	10	4.06	
1687	20-11-10	18-31	7	11	12	7	11	12	4.04	
1688	20-11-10	18-37	6	10	10	6	10	10	4.04	
1689	20-11-10	18-42	7	10	10	7	10	10	4.01	
1690	20-11-10	18-48	6	8	8	6	8	8	4.04	
1691	20-11-10	18-53	6	8	8	6	8	8	4.04	
1692	20-11-10	18-59	6	8	8	6	8	8	4.05	
1693	20-11-10	19-4	6	10	10	6	10	10	4.04	
1694	20-11-10	19-10	5	7	7	5	7	7	4.04	
1695	20-11-10	19-15	5	8	8	5	8	8	4.04	
1696	20-11-10	19-21	6	8	10	6	8	10	4.04	
1697	20-11-10	19-26	6	7	7	6	7	7	4.03	
1698	20-11-10	19-32	6	8	10	6	8	10	4.04	
1699	20-11-10	19-38	6	7	8	6	7	8	4.03	
1700	20-11-10	19-43	6	10	10	6	10	10	4.04	
1701	20-11-10	19-49	6	8	11	6	8	11	4.03	
1702	20-11-10	19-54	7	12	13	7	12	13	4.03	
1703	20-11-10	20-0	7	10	10	7	10	10	4.03	
1704	20-11-10	20-5	5	7	8	5	7	8	4.04	
1705	20-11-10	20-11	6	7	8	6	7	8	4.03	
1706	20-11-10	20-16	6	8	10	6	8	10	4.03	
1707	20-11-10	20-22	3	7	8	3	7	8	4.03	
1708	20-11-10	20-27	6	8	10	6	8	10	4	
1709	20-11-10	20-33	7	8	9	7	8	9	4.03	
1710	20-11-10	20-38	6	11	12	6	11	12	4.03	
1711	20-11-10	20-44	6	8	9	6	8	9	4.03	
1712	20-11-10	20-49	4	8	9	4	8	9	4.03	
1713	20-11-10	20-55	6	9	12	6	9	12	4.03	
1714	20-11-10	21-1	6	8	9	6	8	9	4.02	
1715	20-11-10	21-6	8	12	13	8	12	13	4.02	
1716	20-11-10	21-12	6	10	10	6	10	10	4.02	
1717	20-11-10	21-17	7	9	9	7	9	9	4.02	
1718	20-11-10	21-23	7	12	13	7	12	13	4.02	
1719	20-11-10	21-28	8	13	14	8	13	14	4.03	
1720	20-11-10	21-34	8	11	13	8	11	13	4.02	
1721	20-11-10	21-39	7	10	10	7	10	10	4.02	
1722	20-11-10	21-45	5	9	9	5	9	9	4.02	
1723	20-11-10	21-50	7	10	10	7	10	10	4.02	
1724	20-11-10	21-56	7	10	10	7	10	10	4.02	
1725	20-11-10	22-1	5	9	9	5	9	9	4.02	
1726	20-11-10	22-7	8	11	13	8	11	13	4.02	
1727	20-11-10	22-12	5	9	9	5	9	9	4.01	
1728	20-11-10	22-18	5	8	8	5	8	8	4.01	
1729	20-11-10	22-24	7	9	9	7	9	9	4.02	
1730	20-11-10	22-29	7	9	10	7	9	10	4.02	
1731	20-11-10	22-35	5	9	11	5	9	11	4.02	
1732	20-11-10	22-40	5	9	10	5	9	10	4.01	
1733	20-11-10	22-46	6	10	11	6	10	11	4.01	
1734	20-11-10	22-51	6	9	9	6	9	9	4.01	
1735	20-11-10	22-57	4	8	8	4	8	8	4.01	
1736	20-11-10	23-2	5	10	11	5	10	11	4	
1737	20-11-10	23-8	5	9	9	5	9	9	4.01	
1738	20-11-10	23-13	5	9	9	5	9	9	4.02	
1739	20-11-10	23-19	5	9	10	5	9	10	4.01	
1740	20-11-10	23-24	5	8	9	5	8	9	4.01	
1741	20-11-10	23-30	5	8	8	5	8	8	4.01	
1742	20-11-10	23-35	4	9	9	4	9	9	4.01	
1743	20-11-10	23-41	4	8	9	4	8	9	4.01	
1744	20-11-10	23-47	5	9	9	5	9	9	4.01	
1745	20-11-10	23-48	6	8	8	6	8	8	4.39	
1746	20-11-10	23-54	5	7	7	5	7	7	4.29	
1747	20-11-10	23-59	4	6	6	4	6	6	4.25	
1748	20-11-11	0-5	4	8	8	4	8	8	4.21	
1749	20-11-11	0-10	6	7	7	6	7	7	4.2	
1750	20-11-11	0-16	4	8	9	4	8	9	4.19	
1751	20-11-11	0-21	7	9	9	7	9	9	4.19	
1752	20-11-11	0-27	7	10	10	7	10	10	4.19	
1753	20-11-11	0-32	5	8	8	5	8	8	4.19	
1754	20-11-11	0-38	4	8	8	4	8	8	4.19	
1755	20-11-11	0-43	5	8	8	5	8	8	4.19	
1756	20-11-11	0-49	5	10	10	5	10	10	4.19	
1757	20-11-11	0-54	5	9	9	5	9	9	4.19	
1758	20-11-11	1-0	5	9	10	5	9	10	4.19	
1759	20-11-11	1-5	4	8	8	4	8	8	4.2	
1760	20-11-11	1-11	6	9	9	6	9	9	4.2	
1761	20-11-11	1-16	5	7	9	5	7	9	4.2	
1762	20-11-11	1-22	4	7	7	4	7	7	4.2	
1763	20-11-11	1-27	5	9	9	5	9	9	4.2	
1764	20-11-11	1-33	5	9	11	5	9	11	4.2	
1765	20-11-11	1-38	6	10	11	6	10	11	4.2	
1766	20-11-11	1-44	5	10	10	5	10	10	4.19	
1767	20-11-11	1-49	6	11	11	6	11	11	4.19	
1768	20-11-11	1-55	6	10	10	6	10	10	4.19	
1769	20-11-11	2-0	6	10	10	6	10	10	4.19	
1770	20-11-11	2-6	6	10	10	6	10	10	4.19	
1771	20-11-11	2-11	5	9	11	5	9	11	4.19	
1772	20-11-11	2-17	8	11	11	8	11	11	4.19	
1773	20-11-11	2-22	8	11	11	8	11	11	4.19	
1774	20-11-11	2-28	8	11	11	8	11	11	4.19	
1775	20-11-11	2-33	7	10	10	7	10	10	4.19	
1776	20-11-11	2-39	8	10	11	8	10	11	4.19	
1777	20-11-11	2-44	7	9	9	7	9	9	4.19	
1778	20-11-11	2-50	7	10	10	7	10	10	4.19	
1779	20-11-11	2-55	5	8	9	5	8	9	4.19	
1780	20-11-11	3-1	7	8	9	7	8	9	4.19	
1781	20-11-11	3-6	7	10	10	7	10	10	4.19	
1782	20-11-11	3-12	7	9	10	7	9	10	4.18	
1783	20-11-11	3-17	7	10	10	7	10	10	4.19	
1784	20-11-11	3-23	7	9	9	7	9	9	4.19	
1785	20-11-11	3-28	8	10	10	8	10	10	4.19	
1786	20-11-11	3-34	8	10	10	8	10	10	4.19	
1787	20-11-11	3-39	7	10	10	7	10	10	4.19	
1788	20-11-11	3-45	7	10	12	7	10	12	4.19	
1789	20-11-11	3-50	6	9	10	6	9	10	4.19	
1790	20-11-11	3-56	7	9	10	7	9	10	4.19	
1791	20-11-11	4-1	8	12	13	8	12	13	4.18	
1792	20-11-11	4-7	7	9	9	7	9	9	4.18	
1793	20-11-11	4-12	9	13	13	9	13	13	4.18	
1794	20-11-11	4-18	6	9	10	6	9	10	4.18	
1795	20-11-11	4-23	8	10	12	8	10	12	4.18	
1796	20-11-11	4-29	7	9	9	7	9	9	4.18	
1797	20-11-11	4-34	8	12	12	8	12	12	4.18	
1798	20-11-11	4-40	9	12	12	9	12	12	4.18	
1799	20-11-11	4-45	7	10	10	7	10	10	4.18	
1800	20-11-11	4-51	9	13	14	9	13	14	4.19	
1801	20-11-11	4-56	9	14	14	9	14	14	4.18	
1802	20-11-11	5-2	8	12	13	8	12	13	4.19	
1803	20-11-11	5-7	9	13	13	9	13	13	4.18	
1804	20-11-11	5-13	10	14	14	10	14	14	4.18	
1805	20-11-11	5-18	8	13	13	8	13	13	4.18	
1806	20-11-11	5-24	9	13	13	9	13	13	4.18	
1807	20-11-11	5-29	9	14	15	9	14	15	4.18	
1808	20-11-11	5-35	9	14	14	9	14	14	4.18	
1809	20-11-11	5-40	11	15	17	11	15	17	4.19	
1810	20-11-11	5-46	12	17	18	12	17	18	4.18	
1811	20-11-11	5-51	9	13	15	9	13	15	4.18	
1812	20-11-11	5-57	9	13	13	9	13	13	4.18	
1813	20-11-11	6-2	11	13	13	11	13	13	4.19	
1814	20-11-11	6-8	9	13	14	9	13	14	4.18	
1815	20-11-11	6-13	11	15	15	11	15	15	4.18	
1816	20-11-11	6-19	9	14	14	9	14	14	4.18	
1817	20-11-11	6-24	11	14	15	11	14	15	4.18	
1818	20-11-11	6-30	11	14	14	11	14	14	4.18	
1819	20-11-11	6-35	8	13	14	8	13	14	4.18	
1820	20-11-11	6-41	9	14	14	9	14	14	4.19	
1821	20-11-11	6-46	12	17	18	12	17	18	4.18	
1822	20-11-11	6-52	11	14	18	11	14	18	4.18	
1823	20-11-11	6-57	11	14	14	11	14	14	4.18	
1824	20-11-11	7-3	11	16	16	11	16	16	4.18	
1825	20-11-11	7-8	11	15	17	11	15	17	4.18	
1826	20-11-11	7-14	12	18	18	12	18	18	4.18	
1827	20-11-11	7-20	11	16	19	11	16	19	4.18	
1828	20-11-11	7-25	13	19	22	13	19	22	4.18	
1829	20-11-11	7-31	11	14	14	11	14	14	4.18	
1830	20-11-11	7-36	14	20	20	14	20	20	4.18	
1831	20-11-11	7-42	16	22	23	16	22	23	4.18	
1832	20-11-11	7-47	15	23	23	15	23	23	4.16	
1833	20-11-11	7-53	14	19	19	14	19	19	4.16	
1834	20-11-11	7-58	14	19	21	14	19	21	4.15	
1835	20-11-11	8-4	17	23	23	17	23	23	4.15	
1836	20-11-11	8-9	17	22	24	17	22	24	4.15	
1837	20-11-11	8-15	19	25	27	19	25	27	4.15	
1838	20-11-11	8-20	18	27	28	18	27	28	4.15	
1839	20-11-11	8-26	19	27	28	19	27	28	4.12	
1840	20-11-11	8-31	19	27	28	19	27	28	4.15	
1841	20-11-11	8-37	21	27	28	21	27	28	4.14	
1842	20-11-11	8-42	19	28	29	19	28	29	4.14	
1843	20-11-11	8-48	21	28	28	21	28	28	4.14	
1844	20-11-11	8-53	21	28	32	21	28	32	4.14	
1845	20-11-11	8-59	22	29	31	22	29	31	4.14	
1846	20-11-11	9-4	23	33	33	23	33	33	4.15	
1847	20-11-11	9-10	25	33	35	25	33	35	4.14	
1848	20-11-11	9-16	23	32	35	23	32	35	4.14	
1849	20-11-11	9-21	26	35	37	25	35	37	4.13	
1850	20-11-11	9-27	28	40	42	27	38	42	4.13	
1851	20-11-11	9-32	27	37	37	26	37	37	4.13	
1852	20-11-11	9-38	28	36	40	27	36	40	4.13	
1853	20-11-11	9-43	26	36	38	25	36	38	4.12	
1854	20-11-11	9-49	27	40	41	26	38	41	4.13	
1855	20-11-11	9-54	30	41	43	27	40	43	4.13	
1856	20-11-11	10-0	27	37	39	26	37	39	4.12	
1857	20-11-11	10-5	27	36	38	26	36	38	4.12	
1858	20-11-11	10-11	26	37	39	24	37	39	4.12	
1859	20-11-11	10-16	25	38	38	24	37	38	4.12	
1860	20-11-11	10-22	29	40	42	27	39	42	4.12	
1861	20-11-11	10-27	28	38	40	27	37	40	4.09	
1862	20-11-11	10-33	25	36	39	24	36	39	4.11	
1863	20-11-11	10-39	24	33	35	24	33	35	4.12	
1864	20-11-11	10-44	23	33	35	23	33	35	4.11	
1865	20-11-11	10-50	24	34	35	24	34	35	4.11	
1866	20-11-11	10-55	22	30	31	22	30	31	4.12	
1867	20-11-11	11-1	23	31	31	23	31	31	4.11	
1868	20-11-11	11-6	23	30	35	23	30	35	4.12	
1869	20-11-11	11-12	23	33	37	23	33	37	4.11	
1870	20-11-11	11-17	25	37	39	24	37	39	4.11	
1871	20-11-11	11-23	29	38	40	27	36	40	4.11	
1872	20-11-11	11-28	28	37	38	27	37	38	4.12	
1873	20-11-11	11-34	29	42	43	27	39	43	4.11	
1874	20-11-11	11-39	28	37	38	27	37	38	4.1	
1875	20-11-11	11-45	32	44	45	28	40	45	4.1	
1876	20-11-11	11-50	32	43	45	28	40	45	4.11	
1877	20-11-11	11-56	25	38	39	24	37	39	4.1	
1878	20-11-11	12-2	29	38	39	27	37	39	4.1	
1879	20-11-11	12-7	29	40	43	27	39	43	4.1	
1880	20-11-11	12-13	28	38	38	27	37	38	4.08	
1881	20-11-11	12-18	26	39	44	24	38	44	4.09	
1882	20-11-11	12-24	24	35	38	24	35	38	4.1	
1883	20-11-11	12-29	22	29	32	22	29	32	4.09	
1884	20-11-11	12-35	22	30	33	22	30	33	4.09	
1885	20-11-11	12-40	22	30	32	22	30	32	4.11	
1886	20-11-11	12-46	18	27	27	18	27	27	4.09	
1887	20-11-11	12-51	19	28	32	19	28	32	4.09	
1888	20-11-11	12-57	17	23	26	17	23	26	4.09	
