数据排序	年-	时分	PM1.0(标)	PM2.5(标)	PM10(标)	PM1.0(气)	PM2.5(气)	PM10(气)	电压
480	2020/11/5	19-24	10	15	18	10	15	18	4.15
481	2020/11/5	19-29	11	15	16	11	15	16	4.15
482	2020/11/5	19-35	10	17	17	10	17	17	4.15
483	2020/11/5	19-40	12	17	17	12	17	17	4.15
484	2020/11/5	19-46	12	18	19	12	18	19	4.15
485	2020/11/5	19-51	11	17	17	11	17	17	4.15
486	2020/11/5	19-57	11	18	19	11	18	19	4.15
487	2020/11/5	2-20	12	17	17	12	17	17	4.15
488	2020/11/5	8-20	12	17	17	12	17	17	4.15
489	2020/11/5	20-13	11	16	17	11	16	17	4.15
490	2020/11/5	20-19	12	18	19	12	18	19	4.15
491	2020/11/5	20-24	11	17	19	11	17	19	4.15
492	2020/11/5	20-30	11	18	19	11	18	19	4.15
493	2020/11/5	20-35	11	18	19	11	18	19	4.15
494	2020/11/5	20-41	10	16	16	10	16	16	4.15
495	2020/11/5	20-46	11	17	18	11	17	18	4.15
496	2020/11/5	20-52	11	16	18	11	16	18	4.15
497	2020/11/5	20-57	10	16	18	10	16	18	4.15
498	2020/11/5	3-21	18	25	27	18	25	27	4.15
499	2020/11/5	8-21	9	13	16	9	13	16	4.15
500	2020/11/5	21-14	11	13	14	11	13	14	4.15
501	2020/11/5	21-19	6	11	13	6	11	13	4.15
502	2020/11/5	21-25	10	17	18	10	17	18	4.15
503	2020/11/5	21-30	6	12	12	6	12	12	4.15
504	2020/11/5	21-36	6	12	12	6	12	12	4.15
505	2020/11/5	21-41	15	19	19	15	19	19	4.15
506	2020/11/5	21-47	9	13	14	9	13	14	4.15
507	2020/11/5	21-52	10	17	17	10	17	17	4.15
508	2020/11/5	21-58	11	17	18	11	17	18	4.15
509	2020/11/5	3-22	11	14	14	11	14	14	4.15
510	2020/11/5	9-22	20	24	24	20	24	24	4.15
511	2020/11/5	22-14	16	22	24	16	22	24	4.15
512	2020/11/5	22-20	10	14	14	10	14	14	4.15
513	2020/11/5	22-25	28	33	38	25	33	38	4.15
514	2020/11/5	22-31	28	35	36	26	34	36	4.17
515	2020/11/5	22-36	10	14	14	10	14	14	4.16
516	2020/11/5	22-42	17	24	25	17	24	25	4.16
517	2020/11/5	22-47	12	16	17	12	16	17	4.16
518	2020/11/5	22-53	9	14	15	9	14	15	4.16
519	2020/11/5	22-58	21	28	29	21	28	29	4.16
520	2020/11/5	4-23	12	18	18	12	18	18	4.16
521	2020/11/5	9-23	15	19	22	15	19	22	4.16
522	2020/11/5	23-15	12	15	16	12	15	16	4.16
523	2020/11/5	23-20	9	14	15	9	14	15	4.16
524	2020/11/5	23-26	12	18	18	12	18	18	4.16
525	2020/11/5	23-31	9	16	16	9	16	16	4.16
526	2020/11/5	23-37	17	24	26	17	24	26	4.16
527	2020/11/5	23-42	22	27	27	22	27	27	4.15
528	2020/11/5	23-48	11	15	17	11	15	17	4.16
529	2020/11/5	23-53	11	15	18	11	15	18	4.16
530	2020/11/5	23-59	11	16	18	11	16	18	4.16
531	2020/11/6	0-4	15	22	22	15	22	22	4.16
532	2020/11/6	0-10	13	18	19	13	18	19	4.15
533	2020/11/6	0-15	22	27	27	22	27	27	4.16
534	2020/11/6	0-21	15	21	22	15	21	22	4.16
535	2020/11/6	0-26	10	15	17	10	15	17	4.16
536	2020/11/6	0-32	12	16	17	12	16	17	4.16
537	2020/11/6	0-37	16	23	24	16	23	24	4.16
538	2020/11/6	0-43	13	19	20	13	19	20	4.16
539	2020/11/6	0-48	11	16	19	11	16	19	4.15
540	2020/11/6	0-54	12	16	16	12	16	16	4.16
541	2020/11/6	0-59	16	22	22	16	22	22	4.15
542	2020/11/6	1-5	20	25	26	20	25	26	4.16
543	2020/11/6	1-10	23	28	29	22	28	29	4.15
544	2020/11/6	1-16	19	24	27	19	24	27	4.16
545	2020/11/6	1-21	16	21	22	16	21	22	4.16
546	2020/11/6	1-27	31	36	38	27	35	38	4.16
547	2020/11/6	1-32	30	36	37	27	34	37	4.16
548	2020/11/6	1-38	22	28	29	22	28	29	4.16
549	2020/11/6	1-43	19	24	27	19	24	27	4.16
550	2020/11/6	1-49	15	20	20	15	20	20	4.16
551	2020/11/6	1-54	14	19	20	14	19	20	4.16
552	2020/11/6	2-0	13	19	20	13	19	20	4.16
553	2020/11/6	2-5	13	20	22	13	20	22	4.15
554	2020/11/6	2-11	18	23	24	18	23	24	4.16
555	2020/11/6	2-16	27	33	36	24	33	36	4.16
556	2020/11/6	2-22	40	46	48	31	40	48	4.16
557	2020/11/6	2-27	40	46	47	31	40	47	4.16
558	2020/11/6	2-33	43	48	49	32	43	49	4.16
559	2020/11/6	2-38	43	48	49	32	43	49	4.15
560	2020/11/6	2-44	36	41	43	30	38	43	4.16
561	2020/11/6	2-49	30	38	38	27	36	38	4.16
562	2020/11/6	2-55	28	35	35	26	33	35	4.16
563	2020/11/6	3-0	29	35	35	26	33	35	4.15
564	2020/11/6	3-6	28	33	36	26	33	36	4.16
565	2020/11/6	3-11	22	30	30	22	30	30	4.16
566	2020/11/6	3-17	29	35	36	26	33	36	4.16
567	2020/11/6	3-22	27	34	34	24	34	34	4.16
568	2020/11/6	3-28	24	31	31	23	31	31	4.15
569	2020/11/6	3-33	20	27	27	20	27	27	4.16
570	2020/11/6	3-39	19	24	24	19	24	24	4.16
571	2020/11/6	3-44	17	23	23	17	23	23	4.15
572	2020/11/6	3-50	19	23	24	19	23	24	4.16
573	2020/11/6	3-55	17	22	22	17	22	22	4.16
574	2020/11/6	4-1	20	26	27	20	26	27	4.16
575	2020/11/6	4-6	15	21	21	15	21	21	4.15
576	2020/11/6	4-12	21	30	31	21	30	31	4.16
577	2020/11/6	4-17	25	30	30	23	30	30	4.16
578	2020/11/6	4-23	23	29	31	22	29	31	4.15
579	2020/11/6	4-28	21	27	27	21	27	27	4.15
580	2020/11/6	4-34	17	23	25	17	23	25	4.15
581	2020/11/6	4-39	23	29	30	22	29	30	4.15
582	2020/11/6	4-45	32	38	39	28	36	39	4.15
583	2020/11/6	4-50	24	30	30	23	30	30	4.15
584	2020/11/6	4-56	28	34	37	26	34	37	4.15
585	2020/11/6	5-1	22	29	29	22	29	29	4.16
586	2020/11/6	5-7	24	30	30	23	30	30	4.16
587	2020/11/6	5-12	20	27	27	20	27	27	4.15
588	2020/11/6	5-18	22	29	29	22	29	29	4.15
589	2020/11/6	5-23	22	28	28	22	28	28	4.15
590	2020/11/6	5-29	18	25	25	18	25	25	4.15
591	2020/11/6	5-34	19	26	26	19	26	26	4.15
592	2020/11/6	5-40	19	25	25	19	25	25	4.15
593	2020/11/6	5-45	15	21	22	15	21	22	4.16
594	2020/11/6	5-51	19	27	28	19	27	28	4.15
595	2020/11/6	5-56	17	25	26	17	25	26	4.15
596	2020/11/6	6-2	17	25	26	17	25	26	4.16
597	2020/11/6	6-7	15	22	23	15	22	23	4.15
598	2020/11/6	6-13	18	26	28	18	26	28	4.15
599	2020/11/6	6-19	17	22	25	17	22	25	4.15
600	2020/11/6	6-24	19	25	27	19	25	27	4.15
601	2020/11/6	6-30	14	22	26	14	22	26	4.16
602	2020/11/6	6-35	14	21	23	14	21	23	4.16
603	2020/11/6	6-41	22	29	29	22	29	29	4.15
604	2020/11/6	6-46	23	31	31	22	31	31	4.16
605	2020/11/6	6-52	22	30	31	22	30	31	4.15
606	2020/11/6	6-57	22	30	36	22	30	36	4.15
607	2020/11/6	7-3	20	28	30	20	28	30	4.15
608	2020/11/6	7-8	18	28	29	18	28	29	4.16
609	2020/11/6	7-14	26	32	35	25	32	35	4.15
610	2020/11/6	7-19	22	30	34	22	30	34	4.15
611	2020/11/6	7-25	17	27	29	17	27	29	4.16
612	2020/11/6	7-30	19	28	30	19	28	30	4.15
613	2020/11/6	7-36	19	26	28	19	26	28	4.15
614	2020/11/6	7-41	19	27	27	19	27	27	4.15
615	2020/11/6	7-47	19	27	29	19	27	29	4.15
616	2020/11/6	7-52	18	27	27	18	27	27	4.15
617	2020/11/6	7-58	19	29	31	19	29	31	4.15
618	2020/11/6	8-3	21	30	34	21	30	34	4.15
619	2020/11/6	8-9	20	30	31	20	30	31	4.15
620	2020/11/6	8-14	23	34	35	22	34	35	4.15
621	2020/11/6	8-20	22	34	39	22	34	39	4.15
622	2020/11/6	8-25	21	31	33	21	31	33	4.15
623	2020/11/6	8-31	22	31	33	22	31	33	4.15
624	2020/11/6	8-36	21	30	33	21	30	33	4.15
625	2020/11/6	8-42	21	34	35	21	34	35	4.15
626	2020/11/6	8-47	21	34	39	21	34	39	4.15
627	2020/11/6	8-53	23	37	37	22	36	37	4.15
628	2020/11/6	8-58	23	33	33	22	33	33	4.15
629	2020/11/6	9-4	21	31	33	21	31	33	4.15
630	2020/11/6	9-9	27	38	43	25	36	43	4.15
631	2020/11/6	9-15	27	39	41	25	37	41	4.15
632	2020/11/6	9-20	26	36	41	25	35	41	4.15
633	2020/11/6	9-26	27	37	39	25	36	39	4.15
634	2020/11/6	9-31	37	45	46	30	41	46	4.15
635	2020/11/6	9-37	31	39	43	27	37	43	4.15
636	2020/11/6	9-42	23	33	36	22	33	36	4.15
637	2020/11/6	9-48	22	30	34	22	30	34	4.16
638	2020/11/6	9-53	28	37	38	26	36	38	4.15
639	2020/11/6	9-59	19	28	29	19	28	29	4.15
640	2020/11/6	10-4	19	29	30	19	29	30	4.15
641	2020/11/6	10-10	18	26	28	18	26	28	4.15
642	2020/11/6	10-15	19	28	34	19	28	34	4.15
643	2020/11/6	10-21	19	27	28	19	27	28	4.15
644	2020/11/6	10-26	16	24	26	16	24	26	4.15
645	2020/11/6	10-32	18	25	27	18	25	27	4.15
646	2020/11/6	10-37	16	22	24	16	22	24	4.15
647	2020/11/6	10-43	20	29	30	20	29	30	4.15
648	2020/11/6	10-48	17	23	27	17	23	27	4.15
649	2020/11/6	10-54	21	28	29	21	28	29	4.15
650	2020/11/6	10-59	22	29	30	22	29	30	4.15
651	2020/11/6	11-5	22	29	32	22	29	32	4.15
652	2020/11/6	11-10	20	29	29	20	29	29	4.15
653	2020/11/6	11-16	24	35	37	22	34	37	4.15
654	2020/11/6	11-21	25	33	38	24	33	38	4.15
655	2020/11/6	11-27	25	33	35	24	33	35	4.15
656	2020/11/6	11-32	25	34	35	24	34	35	4.15
657	2020/11/6	11-38	27	36	37	25	35	37	4.15
658	2020/11/6	11-43	27	36	38	25	35	38	4.15
659	2020/11/6	11-49	24	32	34	22	32	34	4.15
660	2020/11/6	11-54	26	32	34	25	32	34	4.15
661	2020/11/6	12-0	25	34	34	24	34	34	4.15
662	2020/11/6	12-5	25	32	33	24	32	33	4.15
663	2020/11/6	12-11	22	34	36	22	34	36	4.15
664	2020/11/6	12-16	27	34	34	25	34	34	4.15
665	2020/11/6	12-22	27	36	37	25	35	37	4.15
666	2020/11/6	12-27	24	33	34	22	33	34	4.15
667	2020/11/6	12-33	27	35	38	25	34	38	4.15
668	2020/11/6	12-38	25	35	38	24	34	38	4.15
669	2020/11/6	12-44	22	29	32	22	29	32	4.15
670	2020/11/6	12-49	22	33	37	22	33	37	4.15
671	2020/11/6	12-55	24	34	35	22	34	35	4.15
672	2020/11/6	13-0	22	32	33	22	32	33	4.15
673	2020/11/6	6-13	21	32	33	21	32	33	4.15
674	2020/11/6	11-13	27	36	38	25	35	38	4.15
675	2020/11/6	13-17	30	38	43	27	36	43	4.15
676	2020/11/6	13-22	21	27	31	21	27	31	4.15
677	2020/11/6	13-28	22	30	33	22	30	33	4.15
678	2020/11/6	13-33	19	29	30	19	29	30	4.15
679	2020/11/6	13-39	32	40	41	27	37	41	4.15
680	2020/11/6	13-44	22	30	30	21	30	30	4.15
681	2020/11/6	13-50	23	31	31	22	31	31	4.15
682	2020/11/6	13-55	20	29	30	20	29	30	4.15
683	2020/11/6	1-14	33	43	45	28	37	45	4.15
684	2020/11/6	6-14	34	43	45	28	37	45	4.15
685	2020/11/6	12-14	33	43	43	28	38	43	4.15
686	2020/11/6	14-17	23	31	31	22	31	31	4.15
687	2020/11/6	14-23	22	31	36	21	31	36	4.15
688	2020/11/6	14-28	24	33	33	23	31	33	4.15
689	2020/11/6	14-34	28	37	37	25	35	37	4.15
690	2020/11/6	14-39	34	41	42	28	37	42	4.15
691	2020/11/6	14-45	24	32	34	23	32	34	4.15
692	2020/11/6	14-50	22	32	35	21	32	35	4.15
693	2020/11/6	14-56	21	29	34	21	29	34	4.15
694	2020/11/6	1-15	24	35	37	22	33	37	4.15
695	2020/11/6	7-15	23	34	36	21	32	36	4.15
696	2020/11/6	12-15	22	27	28	22	27	28	4.15
697	2020/11/6	15-18	26	36	36	24	35	36	4.15
698	2020/11/6	15-23	26	38	42	24	36	42	4.15
699	2020/11/6	15-29	21	31	32	21	31	32	4.15
700	2020/11/6	15-34	22	32	34	22	32	34	4.15
701	2020/11/6	15-40	24	35	36	23	34	36	4.15
702	2020/11/6	15-45	26	35	37	24	34	37	4.15
703	2020/11/6	15-51	26	35	35	24	34	35	4.15
704	2020/11/6	15-56	33	47	50	28	42	50	4.15
705	2020/11/6	2-16	26	40	40	24	36	40	4.15
706	2020/11/6	7-16	27	42	45	25	39	45	4.15
707	2020/11/6	16-13	25	34	38	24	33	38	4.15
708	2020/11/6	16-18	29	40	44	25	37	44	4.15
709	2020/11/6	16-24	31	48	50	26	42	50	4.15
710	2020/11/6	16-29	38	53	60	31	44	55	4.15
711	2020/11/6	16-35	48	72	78	34	53	67	4.15
712	2020/11/6	16-40	44	70	75	33	52	64	4.15
713	2020/11/6	16-46	43	64	73	33	50	63	4.15
714	2020/11/6	16-51	49	71	76	36	53	65	4.15
715	2020/11/6	16-57	44	67	71	33	51	62	4.15
716	2020/11/6	2-17	46	66	71	35	50	63	4.15
717	2020/11/6	8-17	53	79	86	37	56	70	4.15
718	2020/11/6	17-13	46	67	70	35	51	62	4.15
719	2020/11/6	17-19	49	72	82	36	53	69	4.15
720	2020/11/6	17-24	48	72	77	35	53	65	4.15
721	2020/11/6	17-30	48	72	80	35	53	68	4.15
722	2020/11/6	17-35	53	76	79	37	54	68	4.15
723	2020/11/6	17-41	44	68	72	34	52	63	4.15
724	2020/11/6	17-46	51	70	80	36	52	68	4.15
725	2020/11/6	17-52	47	71	76	35	53	66	4.15
726	2020/11/6	17-57	46	66	69	35	51	62	4.15
727	2020/11/6	3-18	45	64	72	34	50	63	4.15
728	2020/11/6	8-18	46	66	72	35	51	63	4.15
729	2020/11/6	18-14	46	67	72	35	51	63	4.15
730	2020/11/6	18-19	48	67	76	35	51	66	4.15
731	2020/11/6	18-25	57	79	86	38	56	70	4.15
732	2020/11/6	18-30	52	78	85	37	55	70	4.15
733	2020/11/6	18-36	59	80	86	39	56	70	4.15
734	2020/11/6	18-41	59	82	90	39	56	72	4.15
735	2020/11/6	18-47	54	77	83	37	56	69	4.15
736	2020/11/6	18-53	61	86	91	39	59	72	4.15
737	2020/11/6	18-58	59	84	91	39	58	72	4.15
738	2020/11/6	4-19	55	81	84	38	57	70	4.15
739	2020/11/6	9-19	57	82	90	38	57	73	4.15
740	2020/11/6	19-15	49	72	76	36	53	65	4.15
741	2020/11/6	19-20	55	83	89	37	58	72	4.15
742	2020/11/6	19-26	53	81	84	37	57	71	4.15
743	2020/11/6	19-31	54	78	85	37	56	70	4.15
744	2020/11/6	19-37	54	77	86	37	56	70	4.15
745	2020/11/6	19-42	56	78	84	38	56	70	4.15
746	2020/11/6	19-48	55	81	94	38	56	74	4.15
747	2020/11/6	19-53	61	88	100	40	59	77	4.15
748	2020/11/6	19-59	65	88	97	42	59	76	4.15
749	2020/11/6	4-20	60	84	94	40	58	74	4.15
750	2020/11/6	10-20	59	82	91	40	57	73	4.15
751	2020/11/6	20-15	55	74	76	37	55	66	4.15
752	2020/11/6	20-21	57	81	90	39	57	73	4.15
753	2020/11/6	20-26	66	100	110	43	65	81	4.15
754	2020/11/6	20-32	72	105	113	47	70	82	4.15
755	2020/11/6	20-37	71	108	123	47	72	87	4.15
756	2020/11/6	20-43	73	106	117	48	70	83	4.15
757	2020/11/6	20-48	71	108	117	47	71	83	4.15
758	2020/11/6	20-54	71	103	110	47	67	81	4.15
759	2020/11/6	20-59	71	104	115	47	68	83	4.15
760	2020/11/6	5-21	67	102	115	44	67	83	4.15
761	2020/11/6	10-21	69	103	112	45	67	82	4.15
762	2020/11/6	21-16	78	115	125	51	76	86	4.15
763	2020/11/6	21-21	73	107	119	48	70	84	4.15
764	2020/11/6	21-27	69	100	107	45	66	80	4.15
765	2020/11/6	21-32	68	103	110	45	68	82	4.15
766	2020/11/6	21-38	65	95	105	42	62	79	4.15
767	2020/11/6	21-43	75	107	114	49	71	83	4.15
768	2020/11/6	21-49	66	98	107	43	65	80	4.15
769	2020/11/6	21-54	67	100	108	44	66	81	4.15
770	2020/11/6	22-0	73	105	113	48	69	82	4.15
771	2020/11/6	5-22	71	105	118	46	69	84	4.15
772	2020/11/6	11-22	74	102	108	48	67	80	4.15
773	2020/11/6	22-16	59	94	109	39	62	81	4.15
774	2020/11/6	22-22	62	94	105	41	62	79	4.15
775	2020/11/6	22-27	60	86	93	39	59	74	4.15
776	2020/11/6	22-33	57	85	97	38	57	76	4.15
777	2020/11/6	22-38	66	95	103	44	62	78	4.15
778	2020/11/6	22-44	65	96	105	42	63	79	4.15
779	2020/11/6	22-49	69	99	108	46	65	80	4.15
780	2020/11/6	22-55	55	82	91	38	57	72	4.15
781	2020/11/6	23-0	60	89	96	39	59	74	4.15
782	2020/11/6	6-23	65	94	103	43	62	77	4.15
783	2020/11/6	11-23	52	81	84	36	56	69	4.15
784	2020/11/6	23-17	50	70	78	36	51	66	4.15
785	2020/11/6	23-28	58	79	80	38	54	66	4.16
786	2020/11/6	23-33	61	87	89	40	57	71	4.15
787	2020/11/6	23-39	53	73	75	36	53	64	4.15
788	2020/11/6	23-44	54	79	84	36	55	68	4.15
789	2020/11/6	23-50	55	79	82	36	55	67	4.15
790	2020/11/6	23-55	48	71	77	34	51	66	4.15
791	2020/11/7	0-1	54	75	79	36	53	66	4.15
792	2020/11/7	0-6	45	66	70	32	49	61	4.15
793	2020/11/7	0-12	43	61	65	32	47	58	4.15
794	2020/11/7	0-17	47	71	75	34	51	63	4.15
795	2020/11/7	0-23	52	73	75	36	52	63	4.15
796	2020/11/7	0-28	48	67	74	34	50	63	4.15
797	2020/11/7	0-34	54	74	78	36	52	65	4.15
798	2020/11/7	0-39	50	71	72	35	52	62	4.15
799	2020/11/7	0-45	42	59	63	32	47	57	4.15
800	2020/11/7	0-50	44	60	63	33	47	57	4.15
801	2020/11/7	0-56	43	65	71	32	50	62	4.15
802	2020/11/7	1-1	49	73	82	35	52	67	4.16
803	2020/11/7	1-7	42	63	68	33	49	60	4.15
804	2020/11/7	1-12	44	62	62	33	48	56	4.15
805	2020/11/7	1-18	49	72	75	35	53	64	4.15
806	2020/11/7	1-23	51	71	81	36	52	67	4.15
807	2020/11/7	1-29	49	69	77	35	52	66	4.15
808	2020/11/7	1-34	40	61	67	31	48	60	4.15
809	2020/11/7	1-40	46	68	71	34	51	62	4.15
810	2020/11/7	1-45	44	63	66	33	48	59	4.15
811	2020/11/7	1-51	45	63	69	34	49	61	4.15
812	2020/11/7	1-56	46	64	66	34	50	60	4.15
813	2020/11/7	2-2	44	70	74	33	52	64	4.16
814	2020/11/7	2-7	51	73	79	36	53	66	4.15
815	2020/11/7	2-13	51	72	75	36	53	64	4.15
816	2020/11/7	2-18	52	73	79	36	53	66	4.15
817	2020/11/7	2-24	52	74	83	36	53	69	4.15
818	2020/11/7	2-29	52	77	86	36	54	70	4.15
819	2020/11/7	2-35	56	79	89	37	55	71	4.15
820	2020/11/7	2-40	55	79	90	38	55	72	4.15
821	2020/11/7	2-46	58	86	94	39	58	74	4.15
822	2020/11/7	2-51	54	79	86	37	55	70	4.15
823	2020/11/7	2-57	53	73	76	36	53	64	4.15
824	2020/11/7	3-2	58	86	92	39	58	73	4.15
825	2020/11/7	3-8	58	83	96	39	57	75	4.15
826	2020/11/7	3-13	59	89	98	39	59	76	4.15
827	2020/11/7	3-19	59	90	98	39	59	76	4.15
828	2020/11/7	3-24	64	96	105	42	63	78	4.15
829	2020/11/7	3-30	64	96	110	41	64	80	4.15
830	2020/11/7	3-35	71	97	112	47	63	81	4.15
831	2020/11/7	3-41	71	99	107	47	66	79	4.15
832	2020/11/7	3-46	74	108	117	49	71	83	4.15
833	2020/11/7	3-52	70	102	111	46	67	80	4.15
834	2020/11/7	3-57	72	100	108	48	66	80	4.15
835	2020/11/7	4-3	73	107	119	48	71	84	4.15
836	2020/11/7	4-8	78	108	117	51	71	84	4.15
837	2020/11/7	4-14	76	113	123	50	75	85	4.15
838	2020/11/7	4-19	77	115	122	50	76	85	4.15
839	2020/11/7	4-25	78	109	120	51	72	84	4.15
840	2020/11/7	4-30	77	111	119	50	73	84	4.15
841	2020/11/7	4-36	78	121	130	51	80	87	4.15
842	2020/11/7	4-41	79	120	133	52	79	88	4.15
843	2020/11/7	4-47	79	120	131	52	79	88	4.15
844	2020/11/7	4-52	88	125	136	58	83	89	4.15
845	2020/11/7	4-58	84	123	132	55	82	88	4.15
846	2020/11/7	5-3	85	131	143	56	86	94	4.16
847	2020/11/7	5-9	89	134	148	59	88	98	4.15
848	2020/11/7	5-14	92	135	157	60	89	104	4.15
849	2020/11/7	5-20	84	127	147	55	84	98	4.15
850	2020/11/7	5-25	90	132	145	59	86	96	4.15
851	2020/11/7	5-31	94	137	152	62	91	100	4.15
852	2020/11/7	5-36	99	137	154	65	91	102	4.15
853	2020/11/7	5-42	103	143	159	68	94	105	4.15
854	2020/11/7	5-47	103	143	160	68	95	106	4.15
855	2020/11/7	5-53	95	138	154	62	91	101	4.15
856	2020/11/7	5-59	101	151	175	66	100	115	4.15
857	2020/11/7	6-4	91	136	149	59	90	98	4.15
858	2020/11/7	6-9	94	142	153	61	94	101	4.15
859	2020/11/7	6-15	97	144	161	64	96	107	4.15
860	2020/11/7	6-21	93	141	158	61	93	104	4.15
861	2020/11/7	6-26	92	143	159	61	95	105	4.15
862	2020/11/7	6-32	96	147	170	63	97	113	4.15
863	2020/11/7	6-37	92	139	156	61	92	104	4.15
864	2020/11/7	6-43	97	150	175	63	99	116	4.15
865	2020/11/7	6-48	96	141	155	63	93	103	4.15
866	2020/11/7	6-54	96	153	168	63	101	112	4.15
867	2020/11/7	6-59	96	146	157	63	96	104	4.15
868	2020/11/7	7-5	99	145	164	66	96	109	4.15
869	2020/11/7	7-10	97	142	155	63	94	103	4.15
870	2020/11/7	7-16	98	141	154	64	92	101	4.15
871	2020/11/7	7-21	95	138	152	62	91	100	4.15
872	2020/11/7	7-27	97	144	161	63	95	106	4.15
873	2020/11/7	7-32	99	145	161	66	96	106	4.15
874	2020/11/7	7-38	104	150	166	68	99	109	4.15
875	2020/11/7	7-43	98	148	159	65	97	105	4.15
876	2020/11/7	7-49	96	147	160	63	97	106	4.15
877	2020/11/7	7-54	96	142	147	63	94	97	4.15
878	2020/11/7	8-0	97	143	155	63	95	103	4.15
879	2020/11/7	8-5	101	153	164	66	102	108	4.15
880	2020/11/7	8-11	106	153	173	70	101	115	4.15
881	2020/11/7	8-16	102	152	166	67	100	109	4.15
882	2020/11/7	8-22	105	151	167	69	99	110	4.15
883	2020/11/7	8-27	107	159	169	71	105	111	4.15
884	2020/11/7	8-33	109	155	167	72	102	111	4.15
885	2020/11/7	8-38	98	147	171	64	97	113	4.15
886	2020/11/7	8-44	101	154	163	66	102	108	4.15
887	2020/11/7	8-49	94	140	158	62	92	105	4.15
888	2020/11/7	8-55	96	145	154	63	96	102	4.15
889	2020/11/7	9-0	96	139	149	63	92	99	4.15
890	2020/11/7	9-6	96	149	153	63	98	101	4.15
891	2020/11/7	9-11	100	148	165	66	98	109	4.15
892	2020/11/7	9-17	91	143	165	60	95	109	4.15
893	2020/11/7	9-22	91	139	163	60	92	108	4.15
894	2020/11/7	9-28	96	137	156	63	90	104	4.15
895	2020/11/7	9-33	97	140	157	64	92	103	4.15
896	2020/11/7	9-39	92	145	156	60	95	103	4.15
897	2020/11/7	9-44	93	142	160	62	93	106	4.15
898	2020/11/7	9-50	90	136	157	59	90	103	4.15
899	2020/11/7	9-55	96	139	148	63	92	97	4.15
900	2020/11/7	10-1	89	133	150	59	88	99	4.15
901	2020/11/7	10-6	89	131	151	58	86	100	4.15
902	2020/11/7	10-12	90	132	144	59	87	96	4.15
903	2020/11/7	10-17	86	136	151	57	89	100	4.15
904	2020/11/7	10-23	87	131	144	57	87	96	4.15
905	2020/11/7	10-28	88	139	157	58	92	104	4.15
906	2020/11/7	10-34	86	131	144	57	86	95	4.15
907	2020/11/7	10-39	98	144	157	64	95	104	4.15
908	2020/11/7	10-45	91	137	154	60	90	101	4.15
909	2020/11/7	10-50	86	131	147	57	86	98	4.15
910	2020/11/7	10-56	81	123	138	53	81	91	4.15
911	2020/11/7	11-1	79	121	135	52	79	89	4.15
912	2020/11/7	11-7	80	119	133	52	79	88	4.15
913	2020/11/7	11-12	79	121	134	52	79	89	4.15
914	2020/11/7	11-18	78	116	137	51	77	91	4.15
915	2020/11/7	11-23	82	122	132	54	81	88	4.15
916	2020/11/7	11-29	75	116	126	50	77	86	4.15
917	2020/11/7	11-34	84	122	134	55	81	88	4.15
918	2020/11/7	11-40	79	120	134	52	79	88	4.15
919	2020/11/7	11-45	83	121	138	55	80	91	4.15
920	2020/11/7	11-51	76	119	134	50	79	88	4.15
921	2020/11/7	11-56	75	112	126	49	74	85	4.15
922	2020/11/7	12-2	77	120	140	51	79	92	4.15
923	2020/11/7	12-7	80	122	145	53	81	96	4.15
924	2020/11/7	12-13	81	124	145	53	82	96	4.15
925	2020/11/7	12-18	73	108	124	47	71	84	4.15
926	2020/11/7	12-24	71	109	129	47	72	86	4.15
927	2020/11/7	12-29	71	105	123	47	69	84	4.15
928	2020/11/7	12-35	74	110	128	48	72	86	4.15
929	2020/11/7	12-40	78	120	137	51	79	91	4.15
930	2020/11/7	12-46	74	102	116	48	67	82	4.15
931	2020/11/7	12-51	58	93	104	38	61	77	4.15
932	2020/11/7	12-57	59	93	104	38	61	77	4.15
933	2020/11/7	2-13	58	92	101	38	61	76	4.15
934	2020/11/7	8-13	61	92	102	39	61	77	4.15
935	2020/11/7	13-13	67	96	112	44	63	81	4.15
936	2020/11/7	13-19	55	86	96	37	57	74	4.15
937	2020/11/7	13-24	66	97	105	43	63	79	4.15
938	2020/11/7	13-30	64	93	113	42	61	81	4.15
939	2020/11/7	13-35	53	87	96	36	58	75	4.15
940	2020/11/7	13-41	61	92	106	40	61	79	4.15
941	2020/11/7	13-46	61	96	109	40	63	80	4.15
942	2020/11/7	13-52	54	84	94	38	57	74	4.15
943	2020/11/7	13-57	57	92	103	38	60	78	4.15
944	2020/11/7	3-14	58	90	105	39	59	78	4.15
945	2020/11/7	8-14	55	88	96	38	59	75	4.15
946	2020/11/7	14-14	53	85	102	37	58	77	4.15
947	2020/11/7	14-19	58	86	102	39	58	77	4.15
948	2020/11/7	14-25	59	90	103	39	59	78	4.15
949	2020/11/7	14-30	57	86	95	38	58	75	4.15
950	2020/11/7	14-36	61	91	109	40	59	81	4.15
951	2020/11/7	14-41	60	91	107	39	59	80	4.15
952	2020/11/7	14-47	61	85	97	39	57	75	4.15
953	2020/11/7	14-52	59	90	100	39	59	76	4.15
954	2020/11/7	14-58	62	94	110	40	62	81	4.15
955	2020/11/7	3-15	57	89	94	38	59	74	4.15
956	2020/11/7	9-15	60	88	94	39	58	74	4.15
957	2020/11/7	15-14	58	89	97	39	59	75	4.15
958	2020/11/7	15-20	70	98	110	46	64	81	4.15
959	2020/11/7	15-26	58	93	104	39	61	79	4.15
